"Date","Station","Quadrat_ID","Replicate","Dist_Alng","Dist_frm","Direction","Quad_type","Quad_area","Quadrat","Quad_N","Quad_E","Center_N","Center_E","Rand_Coord","Rand_Dist","Quad_Depth"
"2010-07-09","CKI1","20100709_CKI1_01_06",1,12,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI1","20100709_CKI1_01_07",1,14,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI1","20100709_CKI1_01_08",1,14,"0.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI1","20100709_CKI1_01_09",1,18,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI1","20100709_CKI1_01_10",1,19,"2.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_01",1,2,"1","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_02",1,6,"4","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_03",1,13,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_04",1,14,"3.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_05",1,17,"5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_06",1,20,"4.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_07",1,21,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_08",1,21,"3.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_09",1,22,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI2","20100709_CKI2_01_10",1,24,"4.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_01",1,1,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_02",1,6,"0.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_03",1,6,"1.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_04",1,7,"5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_05",1,9,"4","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_06",1,10,"3.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_07",1,10,"4","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_08",1,14,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_09",1,17,"4.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_10",1,18,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKI3","20100709_CKI3_01_11",1,20,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_01",1,0,"2.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_02",1,1,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_03",1,3,"1","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_04",1,3,"2.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_05",1,5,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_06",1,8,"2.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_07",1,9,"1","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_08",1,10,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_09",1,11,"0.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN1","20100709_CKN1_01_10",1,14,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_01",1,3,"3.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_02",1,5,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_03",1,7,"2.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_04",1,9,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_05",1,16,"4.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_06",1,17,"5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_07",1,21,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_08",1,24,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_09",1,29,"3.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN2","20100709_CKN2_01_10",1,33,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_01",1,1,"3.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_02",1,3,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_03",1,4,"0.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_04",1,4,"1.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_05",1,4,"2.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_06",1,6,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_07",1,9,"0.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_08",1,10,"0.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_09",1,11,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKN3","20100709_CKN3_01_10",1,12,"3.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_01",1,4,"0.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_02",1,4,"5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_03",1,7,"5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_04",1,8,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_05",1,13,"2.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_06",1,13,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_07",1,17,"4.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_08",1,18,"1","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_09",1,19,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_10",1,21,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO1","20100709_CKO1_01_11",1,23,"2.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_01",1,5,"4","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_02",1,6,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_03",1,7,"0.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_04",1,7,"4.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_05",1,9,"4","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_06",1,12,"0.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_07",1,16,"0.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_08",1,17,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_09",1,19,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_10",1,21,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO2","20100709_CKO2_01_11",1,28,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_01",1,1,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_02",1,5,"4","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_03",1,8,"1","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_04",1,17,"5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_05",1,25,"2.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CKO3","20100709_CKO3_01_06",1,27,"4.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_01",1,2,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_02",1,6,"1","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_03",1,9,"0.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_04",1,9,"2.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_05",1,10,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_06",1,14,"2.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_07",1,14,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_08",1,16,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_09",1,20,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI1","20100709_CRI1_01_10",1,22,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_01",1,0,"2.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_02",1,2,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_03",1,4,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_04",1,6,"4.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_05",1,7,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_06",1,10,"2.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_07",1,13,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_08",1,14,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRI3","20100709_CRI3_01_09",1,14,"2","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_01",1,0,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_02",1,3,"4","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_03",1,5,"1.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_04",1,8,"3.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_05",1,9,"1.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_06",1,10,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_07",1,11,"0.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_08",1,12,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_09",1,13,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_10",1,14,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_11",1,15,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN1","20100709_CRN1_01_12",1,20,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_01",1,0,"0.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_02",1,3,"4.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_03",1,5,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_04",1,6,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_05",1,7,"2","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_06",1,9,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_07",1,10,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_08",1,11,"1.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_09",1,16,"4.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-09","CRN2","20100709_CRN2_01_10",1,19,"3","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_01",1,0,"5",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_02",1,1,"1.75",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_03",1,1,"2",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_04",1,5,"0.5",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_05",1,5,"2.25",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_06",1,15,"4",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_07",1,17,"3.75",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_08",1,21,"1.25",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_09",1,23,"1.75",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_10",1,23,"4.5",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_11",1,26,"3.75",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_12",1,29,"4.75",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-07-10","CRN3","20100710_CRN3_01_13",1,29,"5",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_01",1,3,"2.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_02",1,3,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_03",1,3,"3.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_04",1,9,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_05",1,10,"0.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_06",1,13,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_07",1,13,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_08",1,18,"5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI1","20100805_CRI1_01_09",1,21,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_01",1,3,"2.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_02",1,3,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_03",1,3,"3.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_04",1,4,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_05",1,7,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_06",1,8,"3.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_07",1,11,"4.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_08",1,13,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_09",1,15,"4.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI2","20100805_CRI2_01_10",1,16,"4.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_01",1,1,"0.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_02",1,3,"3","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_03",1,4,"4.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_04",1,5,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_05",1,5,"4","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_06",1,6,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_07",1,8,"0.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_08",1,9,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_09",1,10,"4","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_10",1,11,"2.25",NA,"SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRI3","20100805_CRI3_01_11",1,12,"1.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_01",1,0,"1.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_02",1,4,"2","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_03",1,4,"2.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_04",1,9,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_05",1,13,"0.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_06",1,14,"0.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_07",1,15,"3.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_08",1,17,"1","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_09",1,18,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN1","20100805_CRN1_01_10",1,18,"2.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_01",1,8,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_02",1,8,"3","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_03",1,9,"5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_04",1,10,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_05",1,10,"2.25","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_06",1,12,"3.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_07",1,12,"4","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_08",1,13,"0.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN2","20100805_CRN2_01_09",1,15,"1.75","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_01",1,1,"0.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_02",1,1,"3.25","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_03",1,8,"1.5","L","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_04",1,8,"3.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_05",1,10,"1.5","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
"2010-08-05","CRN3","20100805_CRN3_01_06",1,11,"2.75","R","SURFACE",0.0625,NA,NA,NA,NA,NA,NA,NA,NA
