LATITUDE,LONGITUDE,SEASON,TYPE,COUNTY,LOCATION,STATION,YYYY,MM,DD,TIME,DEPTH (m),SECCHI (m),TEMP (°C),SAL (°/°°),DO (mg/L),pH,WIND (mph),WIND DIR,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),CHL (µg/L)(corrected),COLOR (Pt-Co units),Kd average,Kd Z >= 0.5 m average,Notes,Samplers,Monthly Estuary Averages:,Dates,TEMP (°C),SAL (°/°°),DO (mg/L),pH,TN (µg/L),TP (µg/L),CHL (µg/L)(uncorrected),Color (PCU),Kd Z >= 0.5 m average,Notes:
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2002,8,19,14:35,3.6,2.6,28.85,0.42,6.46,.,,,610,70,7.50,,13,1.03,1.03,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2002,8,19,08:50,2.6,1.7,29.05,3.90,5.07,.,,,600,95,7.10,,14,1.20,1.20,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2002,8,19,11:20,1.8,1.0,30.43,25.34,5.47,.,,,560,60,11.20,,11,1.43,1.43,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2002,8,19,09:15,1.5,1.2,29.23,16.28,3.82,.,,,550,89,8.00,,16,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2002,8,19,15:10,1.0,0.7,30.87,24.79,5.07,.,,,590,97,14.30,,17,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2002,8,19,12:40,2.6,1.6,30.72,29.25,5.14,.,,,450,43,7.80,,10,0.90,0.90,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2002,8,19,09:43,4.7,1.5,29.26,25.09,5.31,.,,,490,51,7.60,,11,1.42,1.42,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2002,8,19,09:10,4.2,2.2,29.62,30.30,5.47,.,,,470,30,6.00,,8,1.06,1.06,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2002,8,19,14:57,3.7,2.6,30.76,31.30,5.61,.,,,350,16,3.60,,3,1.25,1.25,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2002,8,19,14:36,3.6,2.6,30.47,31.21,5.80,.,,,310,20,3.40,,3,1.05,1.05,,"E.B., J.H.",,8/19/2002,30.17,26.70,5.21,#DIV/0!,471,51,7.74,10,1.19,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2002,9,16,15:50,3.9,2.7,28.10,0.17,6.85,.,,,930,87,8.00,,19,0.31,0.31,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2002,9,16,09:40,2.4,1.6,28.10,3.99,6.14,.,,,640,72,6.00,,18,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2002,9,16,12:40,1.4,0.9,28.69,25.50,7.97,.,,,610,76,18.80,,16,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2002,9,16,10:40,0.8,Bottom,28.23,20.84,4.10,.,,,700,92,7.60,,18,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2002,9,16,13:25,0.9,Bottom,28.92,24.94,6.69,.,,,640,76,14.30,,15,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2002,9,16,13:50,2.2,1.1,29.46,28.10,7.08,.,,,400,36,8.10,,10,0.39,0.39,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2002,9,16,10:32,4.5,2.1,27.72,29.63,6.42,.,,,390,36,4.30,,8,1.18,1.18,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2002,9,16,09:59,4.1,2.0,27.83,30.43,6.37,.,,,280,23,3.30,,6,1.08,1.08,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2002,9,16,16:30,3.3,2.6,29.62,29.13,7.14,.,,,350,19,2.20,,6,1.22,1.22,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2002,9,16,16:06,2.7,Bottom,28.86,30.19,6.65,.,,,310,18,1.70,,5,1.05,1.05,,"E.B., J.H.",,9/16/2002,28.67,27.35,6.55,#DIV/0!,460,47,7.54,11,0.98,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2002,10,22,16:02,5.5,1.6,23.89,0.27,5.92,.,,,640,73,4.90,,32,1.63,1.63,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2002,10,22,12:50,2.5,1.1,23.79,3.08,5.45,.,,,480,64,11.50,,35,2.68,2.68,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2002,10,22,11:34,1.3,0.9,24.03,24.00,5.28,.,,,860,79,23.20,,23,.,.,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2002,10,22,12:38,0.8,Bottom,24.87,22.14,6.12,.,,,440,56,10.50,,24,.,.,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2002,10,22,13:21,1.4,0.7,24.73,23.39,6.43,.,,,490,72,25.70,,7,.,.,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2002,10,22,13:45,2.6,1.4,24.33,25.84,6.53,.,,,280,38,10.30,,18,1.39,1.39,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2002,10,22,09:52,3.8,1.6,23.67,28.88,6.46,.,,,410,39,8.00,,13,1.03,1.03,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2002,10,22,09:18,3.5,1.3,23.56,27.16,6.63,.,,,350,39,8.00,,12,1.15,1.15,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2002,10,22,15:33,4.2,3.3,24.71,30.44,6.87,.,,,290,13,2.50,,13,0.51,0.51,,"E.B., K.D., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2002,10,22,15:12,4.1,3.6,25.19,30.47,7.20,.,,,240,16,2.70,,5,0.64,0.64,,"E.B., K.D., J.H.",,10/22/2002,24.39,26.54,6.44,#DIV/0!,420,44,11.36,14,0.94,
29.32723,-83.10382,Fall,River/Stream,Dixie,Suwannee,1,2002,11,19,08:58,5.1,1.6,17.42,0.11,6.77,.,,,980,120,2.20,,78,2.63,2.63,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Fall,River/Stream,Dixie,Suwannee,2,2002,11,19,09:45,1.8,1.4,17.55,0.23,7.15,.,,,1050,117,2.60,,75,2.94,2.94,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Fall,Estuary,Dixie,Suwannee,3,2002,11,19,10:22,1.1,0.9,13.85,21.10,7.60,.,,,650,47,7.40,,23,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Fall,Estuary,Dixie,Suwannee,4,2002,11,19,12:35,1.0,0.6,16.35,23.66,7.55,.,,,710,54,6.20,,21,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Fall,Estuary,Dixie,Suwannee,5,2002,11,19,12:58,1.1,Bottom,15.54,20.68,7.21,.,,,840,63,7.30,,24,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Fall,Estuary,Dixie,Suwannee,6,2002,11,19,13:19,2.1,1.6,16.50,21.05,7.78,.,,,420,18,5.50,,18,0.95,0.95,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Fall,Estuary,Dixie,Suwannee,7,2002,11,19,11:01,3.8,1.4,14.30,26.28,7.73,.,,,410,29,4.70,,11,1.75,1.75,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Fall,Estuary,Dixie,Suwannee,8,2002,11,19,10:27,3.3,1.2,14.97,25.61,7.50,.,,,420,29,4.50,,11,3.18,3.18,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Fall,Estuary,Dixie,Suwannee,9,2002,11,19,16:00,3.8,1.7,15.72,26.21,7.84,.,,,390,31,6.10,,12,1.09,1.09,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Fall,Estuary,Dixie,Suwannee,10,2002,11,19,15:38,3.5,1.6,15.91,24.54,7.94,.,,,430,34,7.40,,13,0.98,0.98,,"E.B., J.H.",,11/19/2002,15.39,23.64,7.64,#DIV/0!,534,38,6.14,17,1.59,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2002,12,12,15:20,4.3,1.0,16.21,0.11,7.05,.,,,1490,118,2.50,,81,.,.,,E.B.,,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2002,12,12,08:36,1.9,1.2,15.57,0.44,7.25,.,,,.,.,.,,.,.,.,,E.B.,,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2002,12,12,10:33,1.1,Bottom,14.27,25.37,6.91,.,,,490,29,4.40,,14,.,.,,E.B.,,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2002,12,12,.,.,.,.,.,.,.,,,530,28,2.60,,24,.,.,,E.B.,,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2002,12,12,12:10,0.6,Bottom,15.11,23.67,7.17,.,,,970,80,3.90,,54,.,.,,E.B.,,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2002,12,12,12:35,1.7,1.5,14.40,16.77,8.33,.,,,1380,102,0.50,,81,.,.,,E.B.,,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2002,12,12,09:28,4.1,1.9,14.30,29.65,8.11,.,,,510,22,5.70,,9,1.59,1.59,,E.B.,,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2002,12,12,08:49,3.8,2.0,14.27,30.14,8.72,.,,,340,24,6.60,,8,1.23,1.23,,E.B.,,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2002,12,12,16:04,3.4,1.8,14.38,22.96,7.85,.,,,530,36,4.50,,24,1.94,1.94,,E.B.,,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2002,12,12,15:40,2.8,1.4,14.49,24.69,7.87,.,,,420,31,7.30,,19,1.48,1.48,,E.B.,,12/12/2002,14.46,24.75,7.85,#DIV/0!,646,44,4.44,29,1.56,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2003,1,14,15:00,5.3,0.8,11.17,0.07,7.89,.,,,1010,97,1.80,,177,4.71,4.71,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2003,1,14,08:45,3.7,0.6,11.39,0.08,8.03,.,,,1040,96,1.30,,176,4.36,4.36,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2003,1,14,09:50,1.1,Bottom,9.85,25.78,8.89,.,,,530,22,2.50,,23,1.05,1.05,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2003,1,14,09:12,0.8,0.6,8.72,12.99,8.98,.,,,910,79,2.90,,146,3.42,3.42,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2003,1,14,11:45,1.0,Bottom,10.67,27.07,8.66,.,,,370,23,3.40,,23,1.41,1.41,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2003,1,14,12:05,2.2,1.5,11.26,27.38,8.29,.,,,410,24,3.20,,24,1.27,1.27,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2003,1,14,09:30,3.1,2.5,10.33,30.82,8.74,.,,,320,14,1.80,,9,0.37,0.37,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2003,1,14,09:00,3.5,2.9,10.72,31.41,8.68,.,,,370,13,1.80,,7,0.49,0.49,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2003,1,14,14:13,3.5,2.8,11.19,31.45,8.46,.,,,250,12,1.50,,7,0.57,0.57,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2003,1,14,13:50,3.4,2.7,11.17,31.51,8.45,.,,,230,9,1.30,,7,0.20,0.20,,"E.B., J.H.",,1/14/2003,10.49,27.30,8.64,#DIV/0!,424,25,2.30,31,1.10,
29.32723,-83.10382,Winter,River/Stream,Dixie,Suwannee,1,2003,2,11,09:42,5.7,1.4,15.66,0.14,7.50,.,,,1460,78,0.70,,73,1.89,1.89,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Winter,River/Stream,Dixie,Suwannee,2,2003,2,11,15:34,1.7,1.5,16.29,0.16,8.10,.,,,1240,75,0.60,,73,0.91,0.91,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Winter,Estuary,Dixie,Suwannee,3,2003,2,11,14:58,1.1,Bottom,14.27,22.82,9.93,.,,,460,27,3.90,,22,1.21,1.21,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Winter,Estuary,Dixie,Suwannee,4,2003,2,11,15:23,0.5,Bottom,15.85,18.07,*,.,,,770,55,11.10,,42,3.23,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Winter,Estuary,Dixie,Suwannee,5,2003,2,11,13:01,0.7,Bottom,13.41,18.53,10.25,.,,,810,52,8.20,,40,0.76,0.76,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Winter,Estuary,Dixie,Suwannee,6,2003,2,11,12:08,2.0,Bottom,13.57,18.20,8.36,.,,,680,35,7.00,,31,1.48,1.48,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Winter,Estuary,Dixie,Suwannee,7,2003,2,11,10:21,4.3,2.3,12.39,28.00,8.38,.,,,310,14,4.20,,11,1.23,1.23,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Winter,Estuary,Dixie,Suwannee,8,2003,2,11,09:53,3.9,2.1,12.39,27.72,8.57,.,,,340,18,6.00,,12,1.76,1.76,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Winter,Estuary,Dixie,Suwannee,9,2003,2,11,15:28,3.5,2.1,13.85,25.35,8.78,.,,,320,16,4.00,,15,1.33,1.33,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Winter,Estuary,Dixie,Suwannee,10,2003,2,11,15:07,3.4,2.2,13.80,26.95,8.72,.,,,390,14,4.70,,14,0.81,0.81,,"E.B., J.H.",,2/11/2003,13.69,23.21,9.00,#DIV/0!,510,29,6.14,23,1.22,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2003,3,18,14:57,6.9,0.4,20.01,0.03,4.06,.,,,1130,163,1.50,,307,5.80,5.80,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2003,3,18,08:32,3.2,0.5,19.45,0.03,4.42,.,,,1130,165,1.50,,321,5.88,5.88,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2003,3,18,10:56,0.9,0.4,21.46,11.73,5.50,.,,,1020,140,12.20,,131,3.66,3.66,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2003,3,18,09:05,0.4,0.4,19.65,0.04,4.26,.,,,1290,159,2.90,,318,7.31,4.00,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2003,3,18,11:43,1.2,0.3,21.43,3.87,4.91,.,,,1350,207,18.20,,276,8.44,8.44,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2003,3,18,12:05,2.4,0.6,22.41,17.35,5.61,.,,,840,100,4.30,,179,4.57,4.57,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2003,3,18,09:28,3.9,0.8,21.28,19.90,6.23,.,,,750,60,4.50,,109,2.80,2.80,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2003,3,18,09:22,3.6,0.4,20.57,14.72,5.88,.,,,770,97,3.80,,186,3.43,3.43,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2003,3,18,14:42,4.3,1.5,21.45,28.86,6.13,.,,,280,31,4.20,,30,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2003,3,18,14:21,4.1,2.1,21.59,30.23,6.63,.,,,200,12,1.30,,8,0.71,0.71,,"E.B., J.H.",,3/18/2003,21.23,15.84,5.64,#DIV/0!,813,101,6.43,155,3.94,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2003,4,22,16:33,7.3,0.6,21.55,0.07,4.12,.,,,1090,108,0.70,,293,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2003,4,22,09:18,4.2,0.5,20.91,0.05,4.68,.,,,1120,112,0.70,,302,4.94,4.94,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2003,4,22,10:19,1.2,0.4,23.43,10.41,6.11,.,,,1480,148,14.40,,195,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2003,4,22,09:41,0.8,0.4,21.00,0.30,6.87,.,,,1090,116,3.80,,302,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2003,4,22,12:03,1.0,0.6,22.38,0.30,5.03,.,,,1190,146,5.60,,237,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2003,4,22,12:33,2.1,0.5,23.28,3.64,6.52,.,,,1140,120,3.10,,277,5.00,5.00,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2003,4,22,09:58,4.2,1.1,23.22,21.19,5.36,.,,,620,42,4.20,,97,2.11,2.11,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2003,4,22,09:55,3.4,0.7,23.34,18.00,6.18,.,,,540,31,1.40,,86,3.46,3.46,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2003,4,22,15:54,3.8,1.5,24.22,21.19,5.36,.,,,560,35,4.30,,85,2.50,2.50,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2003,4,22,15:26,3.3,1.6,24.38,21.99,5.79,.,,,570,34,2.70,,88,1.15,1.15,,"E.B., J.H.",,4/22/2003,23.16,12.13,5.90,#DIV/0!,899,84,4.94,171,2.84,
29.32723,-83.10382,Spring,River/Stream,Dixie,Suwannee,1,2003,5,27,14:25,5.3,1.0,25.59,0.13,5.81,.,,,1330,90,1.10,,97,3.28,3.28,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Spring,River/Stream,Dixie,Suwannee,2,2003,5,27,08:54,4.3,1.4,25.16,0.13,6.38,.,,,1510,100,5.70,,88,3.65,3.65,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Spring,Estuary,Dixie,Suwannee,3,2003,5,27,10:17,1.8,1.0,27.93,21.04,5.60,.,,,600,59,14.30,,41,1.77,1.77,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Spring,Estuary,Dixie,Suwannee,4,2003,5,27,.,.,.,.,.,.,.,,,1000,77,5.30,,62,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Spring,Estuary,Dixie,Suwannee,5,2003,5,27,12:10,1.5,1.1,28.16,20.10,6.63,.,,,600,57,9.60,,41,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Spring,Estuary,Dixie,Suwannee,6,2003,5,27,12:35,2.6,1.1,27.57,12.66,8.16,.,,,850,72,20.30,,52,2.04,2.04,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Spring,Estuary,Dixie,Suwannee,7,2003,5,27,09:11,4.4,1.8,27.60,26.03,7.04,.,,,430,29,4.40,,23,1.47,1.47,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Spring,Estuary,Dixie,Suwannee,8,2003,5,27,09:53,3.5,1.0,27.73,22.29,6.68,.,,,450,37,6.80,,33,1.98,1.98,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Spring,Estuary,Dixie,Suwannee,9,2003,5,27,14:04,3.7,1.7,29.54,21.93,7.16,.,,,470,37,5.00,,29,1.05,1.05,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Spring,Estuary,Dixie,Suwannee,10,2003,5,27,13:45,3.3,2.4,30.15,25.94,7.42,.,,,440,32,3.10,,26,1.01,1.01,,"E.B., J.H.",,5/27/2003,28.38,21.43,6.96,#DIV/0!,605,50,8.60,38,1.55,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2003,6,17,15:00,6.5,0.7,27.00,0.10,4.80,.,,,1030,128,0.50,,230,4.06,4.06,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2003,6,17,.,1.6,0.6,26.75,0.10,5.46,.,,,1110,127,0.70,,211,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2003,6,17,11:31,1.2,0.8,29.61,11.64,5.85,.,,,610,87,22.40,,103,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2003,6,17,09:19,1.2,0.7,26.91,0.93,5.35,.,,,1050,131,2.90,,201,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2003,6,17,12:26,1.0,0.7,29.93,10.80,6.37,.,,,990,136,41.90,,103,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2003,6,17,13:03,2.5,0.7,30.24,20.41,7.15,.,,,650,83,46.50,,65,3.05,3.05,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2003,6,17,09:20,4.2,1.0,29.79,21.79,6.25,.,,,380,42,18.00,,38,1.59,1.59,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2003,6,17,12:06,3.1,1.1,29.95,19.43,5.53,.,,,590,68,18.60,,60,2.85,2.85,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2003,6,17,15:03,4.7,3.3,30.65,29.10,6.06,.,,,210,14,1.60,,8,0.68,0.68,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2003,6,17,14:44,4.2,2.6,30.92,28.89,6.19,.,,,220,16,2.00,,8,0.95,0.95,,"E.B., J.H.",,6/17/2003,29.75,17.87,6.09,#DIV/0!,588,72,19.24,73,1.83,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2003,7,28,14:43,5.8,0.9,26.81,0.14,5.10,7.24,,,1300,88,0.50,,134,3.42,3.42,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.14667,Summer,River/Stream,Dixie,Suwannee,2,2003,7,28,08:54,1.1,0.7,26.25,0.14,5.21,7.30,,,1130,91,0.50,,132,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.34167,-83.19167,Summer,Estuary,Dixie,Suwannee,3,2003,7,28,10:59,1.5,0.9,29.68,18.12,6.48,7.93,,,770,76,24.50,,68,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.30417,-83.17600,Summer,Estuary,Dixie,Suwannee,4,2003,7,28,09:14,1.2,0.8,27.23,4.88,4.74,7.38,,,1180,89,2.00,,128,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.16167,Summer,Estuary,Dixie,Suwannee,5,2003,7,28,11:37,1.2,1.1,28.93,15.60,5.74,7.72,,,820,76,17.30,,74,.,.,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.14167,Summer,Estuary,Dixie,Suwannee,6,2003,7,28,11:58,2.6,1.0,30.56,22.37,5.58,7.80,,,560,57,23.40,,57,1.42,1.42,,"E.B., J.H.",,,,,,,,,,,,
29.30833,-83.24167,Summer,Estuary,Dixie,Suwannee,7,2003,7,28,09:40,4.4,1.0,28.98,17.70,7.28,8.12,,,620,57,26.10,,56,2.32,2.32,,"E.B., J.H.",,,,,,,,,,,,
29.27500,-83.22500,Summer,Estuary,Dixie,Suwannee,8,2003,7,28,09:10,4.1,1.0,28.61,15.19,6.08,7.85,,,710,61,8.50,,72,2.65,2.65,,"E.B., J.H.",,,,,,,,,,,,
29.24167,-83.20833,Summer,Estuary,Dixie,Suwannee,9,2003,7,28,15:05,4.2,0.8,31.92,20.03,8.36,8.11,,,500,43,20.00,,38,1.47,1.47,,"E.B., J.H.",,,,,,,,,,,,
29.20833,-83.19167,Summer,Estuary,Dixie,Suwannee,10,2003,7,28,14:41,3.7,1.7,30.79,24.29,6.86,7.99,,,460,34,6.90,,26,1.04,1.04,,"E.B., J.H.",,7/28/2003,29.59,17.27,6.39,7.86,703,62,16.09,65,1.78,
29.32723,-83.10382,Summer,River/Stream,Dixie,Suwannee,1,2003,8,18,16:01,7.0,0.7,27.45,0.70,4.46,6.92,,,1190,126,0.50,,294,5.23,5.23,,"E.B., J.H.",,,,,,,,,,,,
