Verified,SHA,Dilution,Date_samp,Station,SHA_status,Time_samp,W_depth,Surface_sal,Surface_temp,Surface_DO,Bottom_sal,Bottom_temp,Bottom_DO,Wind_dir,Wind_speed,pH,Turbidity,Fecal_coliform,Tide,Date_received,Time_received
V,28,3,931014,206,2,1150,6,253,221,77,251,222,75,70,10,,42,1,8,,
V,28,3,931014,208,2,1155,7,249,216,73,248,219,71,70,10,,50,2,8,,
V,28,3,931014,420,2,1200,6,262,225,77,264,223,77,70,10,,90,5,8,,
V,28,3,931014,218,2,1215,9,282,228,81,287,231,80,70,10,,70,1,8,,
V,28,3,931014,410,2,1220,6,277,224,86,277,224,85,70,15,,100,1,8,,
V,28,3,931014,210,2,1225,9,273,222,82,274,222,79,70,15,,68,1,8,,
V,28,3,931014,401,2,1230,6,277,222,87,277,225,83,70,15,,100,1,8,,
V,28,3,931014,216,2,1235,10,294,231,76,294,229,76,70,10,,120,1,8,,
V,28,3,931014,214,2,1240,14,301,235,81,301,233,82,70,15,,100,1,8,,
V,28,3,931014,220,2,1245,9,303,233,77,303,231,76,70,15,,120,1,8,,
V,28,3,931014,222,2,1250,7,290,231,80,290,233,80,70,15,,100,2,1,,
V,28,3,931014,223,2,1320,6,287,232,81,287,231,81,70,15,,100,2,1,,
V,28,3,931014,224,2,1325,9,299,234,78,299,233,76,70,8,,100,1,1,,
V,28,3,931014,226,2,1330,14,302,237,77,301,237,76,70,8,,80,2,1,,
V,28,3,931014,250,2,1335,7,294,234,79,295,234,78,70,8,,70,1,1,,
V,28,3,931014,228,2,1340,7,275,230,80,275,230,80,150,5,,100,2,1,,
V,28,3,931014,430,2,1355,6,288,237,79,282,233,79,150,5,,90,1,1,,
V,28,3,931014,460,2,1400,7,283,233,81,282,233,82,150,5,,80,1,1,,
V,28,3,931014,229,2,1410,12,290,231,88,310,231,84,150,5,,72,1,1,,
V,28,3,931014,247,2,1415,13,295,240,88,311,240,87,150,5,,68,1,1,,
V,28,3,931014,239,2,1420,6,297,235,87,298,235,89,150,5,,82,1,1,,
V,28,3,931014,450,2,1440,6,259,230,83,262,230,85,150,5,,120,1,2,,
V,28,3,931014,425,2,1445,9,232,230,85,242,228,77,150,5,,140,2,2,,
V,28,3,931014,232,2,1500,9,225,231,83,263,229,78,150,5,,150,1,2,,
V,28,3,931014,234,2,1505,7,234,234,90,,,,150,5,,200,1,2,,
V,28,3,931014,235,2,1510,6,235,237,86,,,,150,5,,200,1,2,,
V,28,3,931014,237,2,1515,2,237,233,83,,,,150,5,,220,1,2,,
V,28,3,931014,445,2,1520,8,227,233,89,,,,150,5,,320,7,2,,
V,28,3,931014,238,2,1525,5,210,230,86,,,,150,5,,600,8,2,,
V,28,3,931014,442,2,1530,7,170,228,84,,,,150,5,,200,1,2,,
V,28,3,931014,241,2,1535,5,195,237,107,,,,150,5,,220,1,2,,
V,28,3,931014,431,2,1540,6,183,230,99,,,,150,5,,200,13,2,,
V,28,3,931014,435,2,1545,12,152,237,74,,,,150,5,,150,13,2,,
V,28,3,940222,202,2,1221,10,8,188,71,167,186,66,150,10,,,130,1,,
V,28,3,940222,207,2,1225,4,20,193,71,68,186,67,150,10,,,170,1,,
V,28,3,940222,204,2,1230,7,20,197,73,21,198,71,150,10,,,130,1,,
V,28,3,940222,434,2,1235,5,144,205,82,161,205,79,150,10,,,49,1,,
V,28,3,940222,424,2,1240,4,180,207,73,215,200,74,150,10,,,49,1,,
V,28,3,940222,206,2,1245,6,184,209,79,192,206,81,150,10,,,33,1,,
V,28,3,940222,208,2,1250,7,165,211,79,173,205,73,150,10,,,46,1,,
V,28,3,940222,420,2,1255,5,217,204,86,220,198,84,150,10,,,33,1,,
V,28,3,940222,218,2,1300,6,241,197,88,239,197,86,150,10,,,13,1,,
V,28,3,940222,410,2,1305,6,211,211,81,217,211,79,150,10,,,17,1,,
V,28,3,940222,210,2,1310,7,207,212,81,208,208,78,150,12,,,17,1,,
V,28,3,940222,401,2,1315,5,220,204,81,220,204,80,150,12,,,33,1,,
V,28,3,940222,216,2,1320,7,243,208,91,241,202,90,150,12,,,11,1,,
V,28,3,940222,214,2,1325,8,241,204,87,252,193,79,150,12,,,4,1,,
V,28,3,940222,220,2,1330,9,252,203,88,262,190,82,150,12,,,21,2,,
V,28,3,940222,222,2,1335,6,238,196,90,265,180,88,150,12,,,11,2,,
V,28,3,940222,223,2,1345,6,133,207,83,187,196,82,150,12,,,49,2,,
V,28,3,940222,224,2,1350,10,193,205,93,267,184,89,150,12,,,33,2,,
V,28,3,940222,226,2,1355,10,187,211,97,260,187,89,150,12,,,11,2,,
V,28,3,940222,250,2,1400,4,86,204,75,103,196,74,150,12,,,33,2,,
V,28,3,940222,228,2,1410,4,61,200,72,187,209,77,150,12,,,49,2,,
V,28,3,940222,430,2,910,5,4,180,72,113,176,73,90,5,,,17,7,,
V,28,3,940222,460,2,915,5,238,173,84,250,176,82,120,8,,,22,7,,
V,28,3,940222,229,2,915,8,235,187,89,302,169,91,120,8,,,14,7,,
V,28,3,940222,247,2,930,8,227,185,89,316,163,93,120,8,,,49,7,,
V,28,3,940222,239,2,935,8,238,193,90,318,170,85,120,8,,,14,7,,
V,28,3,940222,450,2,955,6,160,185,82,229,178,79,120,8,,,23,7,,
V,28,3,940222,425,2,1000,9,91,189,76,215,182,73,120,12,,,49,7,,
V,28,3,940222,230,2,1007,6,117,189,79,209,182,73,120,12,,,49,7,,
V,28,3,940222,231,2,1013,9,240,186,85,252,180,85,120,12,,,11,7,,
V,28,3,940222,245,2,1019,5,241,189,88,240,189,87,120,12,,,11,7,,
V,28,3,940222,232,2,1031,5,166,201,79,188,193,80,120,12,,,33,8,,
V,28,3,940222,234,2,1043,5,201,208,76,201,201,77,120,12,,,33,8,,
V,28,3,940222,235,2,1047,5,209,205,78,209,200,77,120,8,,,79,8,,
V,28,3,940222,237,2,1052,4,240,209,80,251,198,76,120,8,,,5,8,,
V,28,3,940222,481,2,1059,5,262,206,78,265,200,79,120,8,,,8,8,,
V,28,3,940222,482,2,1120,4,248,207,77,248,205,76,120,8,,,5,8,,
V,28,3,940222,483,2,1125,2,222,208,65,,,,120,8,,,17,8,,
V,28,3,940222,445,2,1130,6,234,207,80,251,199,69,120,8,,,23,8,,
V,28,3,940222,238,2,1135,4,188,213,77,205,241,74,120,8,,,49,8,,
V,28,3,940222,442,2,1138,6,142,209,71,206,199,56,120,8,,,33,8,,
V,28,3,940222,241,2,1144,4,112,205,76,205,157,76,120,8,,,46,8,,
V,28,3,940222,236,2,1150,11,16,194,72,105,187,64,120,8,,,79,8,,
V,28,3,940222,431,2,1155,3,19,200,73,27,200,72,120,8,,,540,8,,
V,28,3,940222,435,2,1202,12,2,187,72,122,184,68,120,8,,,110,8,,
V,28,3,940222,244,2,1210,18,0,180,71,0,177,69,120,8,,,23,1,,
V,28,3,940222,246,2,1420,7,1,187,69,1,187,67,120,8,,,49,2,,
V,28,3,940315,202,2,1040,5,11,185,62,11,187,60,270,8,,,17,6,,
V,28,3,940315,207,2,1045,3,16,186,69,16,184,67,270,8,,,33,6,,
V,28,3,940315,204,2,1050,5,16,185,70,19,181,67,270,8,,,170,6,,
V,28,3,940315,434,2,1055,5,27,189,77,41,188,78,270,8,,,130,6,,
V,28,3,940315,424,2,1100,3,53,191,81,103,182,79,270,8,,,79,6,,
V,28,3,940315,206,2,1105,4,135,196,85,139,196,85,270,8,,,49,6,,
V,28,3,940315,208,2,1110,8,152,187,80,152,182,76,270,8,,,13,6,,
V,28,3,940315,420,2,1115,3,99,195,83,99,189,83,270,8,,,23,6,,
V,28,3,940315,218,2,1125,3,158,193,105,185,187,105,270,8,,,17,6,,
V,28,3,940315,410,2,1130,4,172,187,99,177,189,117,270,8,,,11,6,,
V,28,3,940315,210,2,1135,4,174,197,110,174,193,101,270,8,,,13,6,,
V,28,3,940315,401,2,1140,3,206,188,128,206,185,116,270,8,,,2,6,,
V,28,3,940315,216,2,1145,7,243,187,109,243,186,109,270,10,,,1,6,,
V,28,3,940315,214,2,1150,5,239,191,119,235,186,117,270,10,,,1,6,,
V,28,3,940315,220,2,1155,5,210,198,117,231,190,119,270,10,,,4,6,,
V,28,3,940315,222,2,1200,3,214,191,126,214,188,120,270,12,,,7,7,,
V,28,3,940315,223,2,1210,3,197,197,108,197,197,107,270,12,,,13,7,,
V,28,3,940315,224,2,1220,8,226,190,118,284,181,112,270,12,,,1,7,,
V,28,3,940315,226,2,1225,8,233,193,116,277,184,112,270,12,,,1,7,,
V,28,3,940315,250,2,1230,3,156,203,110,156,190,109,270,12,,,5,7,,
V,28,3,940315,228,2,1235,4,19,194,89,16,203,86,270,12,,,13,7,,
V,28,3,940315,430,2,1245,5,34,203,99,37,205,102,270,12,,,33,7,,
V,28,3,940315,460,2,1255,5,219,196,105,219,198,111,270,12,,,2,7,,
V,28,3,940315,229,2,1300,8,266,192,107,266,194,105,270,12,,,1,7,,
V,28,3,940315,450,2,1315,6,140,207,99,186,195,105,270,12,,,17,7,,
V,28,3,940315,425,2,1320,7,126,197,99,142,196,129,270,12,,,33,7,,
V,28,3,940315,230,2,1325,7,138,195,95,138,196,93,270,12,,,33,8,,
V,28,3,940315,232,2,1330,8,95,202,95,123,183,93,270,12,,,13,8,,
V,28,3,940315,234,2,1335,5,39,204,95,40,204,102,270,12,,,31,8,,
V,28,3,940315,235,2,1340,6,44,206,91,43,203,98,270,15,,,17,8,,
V,28,3,940315,237,2,1345,4,63,195,91,68,197,98,270,15,,,14,8,,
V,28,3,940315,481,2,1350,6,70,206,98,72,202,96,270,15,,,23,8,,
V,28,3,940315,482,2,1355,5,69,200,91,68,201,91,270,15,,,17,8,,
V,28,3,940315,483,2,1400,4,69,207,92,73,204,92,270,15,,,49,8,,
V,28,3,940315,238,2,1410,3,68,204,63,67,203,91,270,15,,,22,8,,
V,28,3,940315,442,2,1415,5,38,202,91,39,202,94,270,15,,,33,8,,
V,28,3,940315,431,2,1420,6,84,204,94,85,201,96,270,15,,,33,8,,
V,28,3,940315,435,2,1425,10,17,203,85,23,206,90,270,15,,,33,8,,
V,28,3,940315,244,2,1430,16,11,189,82,15,184,73,270,15,,,13,8,,
V,28,3,940315,246,2,1435,18,14,187,76,10,185,75,270,15,,,17,8,,
V,28,3,940524,202,2,915,7,81,278,72,131,279,67,290,8,82,120,33,6,,
V,28,3,940524,207,2,920,3,92,276,76,98,277,75,290,8,82,120,46,6,,
V,28,3,940524,204,2,925,6,119,278,66,132,282,63,290,8,81,180,23,6,,
V,28,3,940524,434,2,930,6,239,279,72,242,278,69,290,8,81,220,2,6,,
V,28,3,940524,424,2,935,3,232,280,69,233,279,68,290,8,81,420,13,7,,
V,28,3,940524,206,2,945,3,268,280,59,257,284,67,290,8,80,180,7,7,,
V,28,3,940524,208,2,1000,6,260,277,60,263,279,53,290,8,80,540,5,7,,
V,28,3,940524,420,2,1005,3,299,278,66,299,280,64,290,8,81,140,2,7,,
V,28,3,940524,218,2,1010,5,307,279,72,309,280,67,290,8,82,100,1,7,,
V,28,3,940524,410,2,1015,5,290,280,58,292,281,58,270,8,81,200,2,7,,
V,28,3,940524,210,2,1025,2,292,283,56,,,,270,8,80,300,2,7,,
V,28,3,940524,401,2,1035,4,307,278,65,305,280,65,270,8,82,600,1,7,,
V,28,3,940524,216,2,1040,6,359,278,66,355,278,74,270,8,85,480,2,7,,
V,28,3,940524,214,2,1045,8,370,276,76,371,279,77,270,8,85,200,1,7,,
V,28,3,940524,220,2,1050,7,371,278,76,370,278,75,270,8,85,240,1,7,,
V,28,3,940524,222,2,1055,5,334,287,67,338,287,66,270,8,83,400,1,7,,
V,28,3,940524,223,2,1105,6,344,284,68,346,284,68,270,8,84,300,1,8,,
V,28,3,940524,224,2,1110,8,346,287,75,383,278,75,270,8,84,180,1,8,,
V,28,3,940524,226,2,1115,9,349,283,72,366,279,72,270,8,84,140,1,8,,
V,28,3,940524,250,2,1120,4,354,287,72,354,284,71,270,8,84,300,1,8,,
V,28,3,940524,228,2,1130,6,267,285,72,323,284,67,270,8,83,200,2,8,,
V,28,3,940524,430,2,1140,8,167,278,65,290,287,65,270,8,82,140,17,8,,
V,28,3,940524,460,2,1150,6,347,285,72,350,286,72,270,8,84,220,1,8,,
V,28,3,940524,229,2,1155,7,380,288,73,380,286,73,270,8,84,160,1,8,,
V,28,3,940524,247,2,1200,8,388,284,74,389,286,75,270,8,83,100,1,8,,
V,28,3,940524,239,2,1205,10,322,250,80,322,252,80,270,8,83,82,1,8,,
V,28,3,940524,450,2,1150,7,270,249,72,270,250,69,270,8,83,180,1,8,,
V,28,3,940524,425,2,1110,7,242,247,74,255,248,70,270,5,83,120,7,8,,
V,28,3,940524,230,2,1120,7,243,253,77,278,250,76,270,5,83,140,1,8,,
V,28,3,940524,231,2,1125,8,307,249,73,307,247,73,270,5,83,140,1,8,,
V,28,3,940524,245,2,1130,5,306,253,79,306,250,77,270,5,84,180,1,8,,
V,28,3,940524,232,2,1140,5,301,250,79,301,253,77,270,5,83,100,1,8,,
V,28,3,940524,234,2,1105,7,82,257,83,253,247,74,270,5,84,200,33,8,,
V,28,3,940524,235,2,1055,5,149,252,90,182,249,93,270,8,84,340,17,7,,
V,28,3,940524,237,2,1045,5,213,249,97,218,245,81,270,8,85,280,1,7,,
V,28,3,940524,481,2,1020,3,162,246,89,165,246,88,270,5,85,400,5,7,,
V,28,3,940524,482,2,1030,3,143,243,83,140,243,81,270,5,84,460,1,7,,
V,28,3,940524,483,2,1040,2,145,249,84,,,,270,5,84,440,4,7,,
V,28,3,940524,445,2,1010,5,111,247,99,138,247,98,270,5,85,240,1,7,,
V,28,3,940524,238,2,1000,3,129,246,79,129,246,79,270,5,84,300,7,7,,
V,28,3,940524,442,2,950,5,105,247,67,105,247,63,270,5,82,200,8,7,,
V,28,3,940524,241,2,930,4,58,245,80,167,245,78,270,5,83,200,11,6,,
V,28,3,940524,236,2,940,10,50,242,69,56,242,63,30,5,83,200,14,7,,
V,28,3,940524,431,2,925,4,11,242,71,135,246,67,30,5,83,160,23,6,,
V,28,3,940524,435,2,920,10,4,241,71,2,236,68,30,5,83,120,49,6,,
V,28,3,940524,244,2,910,15,2,235,70,2,240,66,30,5,83,200,33,6,,
V,28,3,940524,246,2,900,5,1,232,66,4,240,66,,,83,160,79,6,,
V,28,3,940829,202,2,1210,5,0,277,49,0,277,39,240,5,82,820,13,4,,
V,28,3,940829,207,2,1215,3,7,287,45,10,281,41,240,5,81,400,8,4,,
V,28,3,940829,204,2,1220,7,37,289,42,51,289,36,240,5,78,280,5,4,,
V,28,3,940829,434,2,1225,5,101,304,44,189,304,51,240,5,77,260,5,4,,
V,28,3,940829,246,2,1355,9,0,285,40,0,277,38,240,5,82,380,110,4,,
V,28,3,940829,216,2,1335,5,158,331,70,212,298,76,240,5,77,200,8,4,,
V,28,3,940829,214,2,1330,6,155,329,81,233,294,61,240,5,80,240,17,4,,
V,28,3,940829,220,2,1320,5,99,336,56,193,307,76,240,5,80,220,4,4,,
V,28,3,940829,222,2,1315,3,99,318,50,165,306,57,240,5,79,200,2,4,,
V,28,3,940829,223,2,1305,2,158,305,57,,,,240,5,79,240,5,4,,
V,28,3,940829,224,2,1255,6,203,299,62,266,289,58,240,5,79,140,5,4,,
V,28,3,940829,226,2,1250,7,165,311,57,299,290,26,240,5,79,200,2,4,,
V,28,3,940829,250,2,1245,2,81,297,42,,,,240,5,80,300,8,4,,
V,28,3,940829,228,2,1240,3,0,277,42,0,278,47,,0,83,540,1,4,,
V,28,3,940829,430,2,910,5,88,278,41,164,289,44,,0,80,380,5,2,,
V,28,3,940829,460,2,920,5,32,270,54,226,295,48,,0,78,300,17,2,,
V,28,3,940829,229,2,925,7,132,283,64,295,291,59,,0,77,140,33,2,,
V,28,3,940829,247,2,930,9,81,274,59,287,292,54,,0,79,240,17,2,,
V,28,3,940829,239,2,940,10,170,285,66,322,294,62,,0,79,140,8,2,,
V,28,3,940829,450,2,955,5,70,282,58,241,290,38,,0,80,280,13,3,,
V,28,3,940829,425,2,1000,7,79,288,43,266,294,23,,0,80,240,8,3,,
V,28,3,940829,230,2,1005,6,64,282,51,256,290,52,,0,80,300,5,3,,
V,28,3,940829,231,2,1010,3,250,286,59,256,292,56,,0,79,200,5,3,,
V,28,3,940829,245,2,1015,9,71,291,48,283,293,43,,0,79,280,110,3,,
V,28,3,940829,232,2,1020,6,88,293,60,282,294,46,,0,78,200,8,3,,
V,28,3,940829,234,2,1030,4,127,298,62,264,299,43,,0,79,140,17,3,,
V,28,3,940829,235,2,1035,5,177,292,64,250,302,47,,0,79,140,4,3,,
V,28,3,940829,237,2,1045,5,207,302,57,261,303,60,,0,80,200,2,3,,
V,28,3,940829,481,2,1050,3,228,296,60,243,296,57,,0,80,380,5,3,,
V,28,3,940829,482,2,1100,5,207,296,50,210,297,45,,0,80,600,5,3,,
V,28,3,940829,445,2,1115,5,235,310,67,265,300,51,,0,80,180,2,3,,
V,28,3,940829,238,2,1120,3,188,300,43,189,303,40,,0,80,320,8,3,,
V,28,3,940829,442,2,1125,4,147,307,47,198,302,57,,0,80,200,1,3,,
V,28,3,940829,241,2,1130,5,151,304,47,247,298,35,,0,80,140,5,3,,
V,28,3,940829,236,2,1140,11,70,285,41,87,285,39,,0,80,240,17,3,,
V,28,3,940829,431,2,1145,4,79,290,43,140,298,38,,0,80,380,33,3,,
V,28,3,940829,435,2,1150,14,0,272,43,0,272,40,,0,83,500,17,4,,
V,28,3,940829,244,2,1155,18,0,270,46,0,273,42,,0,82,520,8,4,,
V,28,3,940929,202,2,810,9,35,257,55,227,281,59,,0,,,23,1,,
V,28,3,940929,207,2,820,4,92,267,59,205,284,58,,0,,,49,1,,
V,28,3,940929,204,2,825,10,75,255,63,229,282,55,,0,,,26,1,,
V,28,3,940929,434,2,830,5,109,253,70,239,280,70,60,5,,,49,1,,
V,28,3,940929,424,2,835,4,208,271,88,239,280,82,60,5,,,1,1,,
V,28,3,940929,206,2,840,6,173,258,68,246,283,70,60,5,,,1,1,,
V,28,3,940929,208,2,845,10,156,267,55,190,273,58,60,5,,,1,1,,
V,28,3,940929,420,2,905,4,207,271,86,276,281,68,60,5,,,1,1,,
V,28,3,940929,218,2,910,6,186,262,85,307,278,72,60,5,,,5,1,,
V,28,3,940929,410,2,920,5,203,280,81,270,280,76,60,10,,,1,1,,
V,28,3,940929,210,2,925,5,181,265,71,217,277,64,60,10,,,1,1,,
V,28,3,940929,401,2,930,5,184,264,78,280,278,46,60,8,,,1,1,,
V,28,3,940929,216,2,935,7,189,260,85,308,277,64,60,8,,,7,2,,
V,28,3,940929,214,2,940,7,177,263,84,310,276,67,60,8,,,9,2,,
V,28,3,940929,220,2,945,6,180,265,82,322,277,58,60,8,,,7,2,,
V,28,3,940929,222,2,950,4,198,266,82,312,276,64,60,8,,,5,2,,
V,28,3,940929,223,2,955,4,165,263,78,308,276,68,60,8,,,8,2,,
V,28,3,940929,224,2,1005,6,200,269,80,316,275,74,60,8,,,2,2,,
V,28,3,940929,226,2,1010,7,140,261,76,317,274,58,60,8,,,13,2,,
V,28,3,940929,250,2,1015,6,70,253,61,280,279,48,60,8,,,17,2,,
V,28,3,940929,228,2,1025,6,67,252,56,262,278,59,60,5,,,220,2,,
V,28,3,940929,430,2,1035,7,24,264,54,259,280,50,,0,,,7,2,,
V,28,3,940929,460,2,1040,5,126,256,66,302,277,70,,0,,,8,2,,
V,28,3,940929,229,2,1045,10,130,260,70,317,272,67,,0,,,8,2,,
V,28,3,940929,247,2,1050,6,153,256,65,322,273,57,,0,,,11,2,,
V,28,3,940929,239,2,1055,15,246,264,77,329,270,71,,0,,,17,2,,
V,28,3,940929,450,2,1110,5,117,261,61,302,277,51,,0,,,8,2,,
V,28,3,940929,425,2,1125,6,106,267,62,303,276,48,,0,,,8,2,,
V,28,3,940929,230,2,1135,7,137,261,64,303,272,62,,0,,,7,2,,
V,28,3,940929,231,2,1140,3,154,269,79,311,272,59,,0,,,4,3,,
V,28,3,940929,245,2,1150,9,157,273,72,285,275,44,,0,,,9,3,,
V,28,3,940929,232,2,1200,7,196,279,72,292,275,44,,0,,,5,3,,
V,28,3,940929,234,2,1205,5,236,280,71,277,281,40,,0,,,5,3,,
V,28,3,940929,235,2,1210,5,215,281,67,267,280,60,120,5,,,1,3,,
V,28,3,940929,237,2,1215,4,214,280,66,268,277,78,120,5,,,7,3,,
V,28,3,940929,481,2,1220,5,202,285,64,213,282,61,120,5,,,1,3,,
V,28,3,940929,482,2,1225,3,193,279,60,224,285,53,120,5,,,2,3,,
V,28,3,940929,483,2,1230,2,187,278,57,,,,120,5,,,2,3,,
V,28,3,940929,445,2,1240,5,260,285,64,268,278,48,120,5,,,5,3,,
V,28,3,940929,238,2,1235,2,193,284,52,,,,120,5,,,1,3,,
V,28,3,940929,442,2,1245,3,179,284,49,246,285,46,120,5,,,8,3,,
V,28,3,940929,241,2,1250,4,204,290,72,263,278,48,120,5,,,1,3,,
V,28,3,940929,236,2,1253,6,120,271,49,169,279,50,120,5,,,8,3,,
V,28,3,940929,431,2,1255,4,185,283,60,272,277,63,120,5,,,13,3,,
V,28,3,940929,435,2,1300,9,47,261,50,150,261,45,120,5,,,49,3,,
V,28,3,940929,244,2,1305,14,1,245,52,4,244,52,120,5,,,22,3,,
V,28,3,940929,246,2,1310,5,0,250,52,0,246,50,120,5,,,17,3,,
V,28,3,941130,202,2,1110,12,36,207,71,37,207,70,,12,67,280,350,8,,
V,28,3,941130,207,2,1120,4,2,203,69,15,213,64,,12,72,200,1700,8,,
V,28,3,941130,204,2,1130,11,10,209,71,37,209,64,,12,73,160,920,8,,
V,28,3,941130,434,2,1140,15,117,212,77,176,212,74,30,18,73,720,240,8,,
V,28,3,941130,424,2,1145,4,146,215,72,148,211,67,30,18,75,320,220,8,,
V,28,3,941130,208,2,1155,9,117,213,75,120,213,68,30,20,78,160,350,1,,
V,28,3,941130,206,2,1150,3,133,215,75,138,215,75,30,20,77,160,240,8,,
V,28,3,941130,420,2,1200,4,168,208,79,204,213,78,30,20,78,200,49,1,,
V,28,3,941130,218,2,1210,6,229,207,84,230,212,82,30,20,80,180,46,1,,
V,28,3,941130,410,2,1215,6,166,212,75,177,212,72,30,20,80,200,140,1,,
V,28,3,941130,210,2,1220,2,158,214,76,,,,30,20,80,200,130,1,,
V,28,3,941130,401,2,1230,6,159,208,74,222,216,77,30,20,80,400,33,1,,
V,28,3,941130,216,2,1240,9,228,210,84,229,209,83,30,20,80,240,70,1,,
V,28,3,941130,214,2,1245,7,228,211,84,232,211,83,30,25,81,200,33,1,,
V,28,3,941130,220,2,1250,7,232,207,85,244,211,83,30,25,81,100,110,1,,
V,28,3,941130,222,2,1255,5,231,211,86,237,211,82,30,25,81,200,33,1,,
V,28,3,941130,223,2,1300,6,249,209,86,254,209,83,30,25,81,100,79,1,,
V,28,3,941130,224,2,1305,9,276,207,87,285,209,83,30,25,81,240,46,1,,
V,28,3,941130,226,2,1310,10,270,207,88,282,209,85,30,25,82,220,49,1,,
V,28,3,941130,250,2,1315,3,214,207,75,214,209,74,30,25,82,380,130,1,,
V,28,3,941130,228,2,1325,6,46,209,64,58,209,64,30,20,83,140,920,2,,
V,28,3,941130,430,2,1350,5,11,209,65,41,201,63,30,15,83,100,1600,2,,
V,28,3,941130,460,2,1355,4,86,209,76,129,209,73,30,10,80,180,1600,2,,
V,28,3,941130,229,2,1400,10,146,209,82,221,210,83,30,10,80,200,540,2,,
V,28,3,941130,247,2,1410,11,148,208,81,260,212,89,30,15,81,180,130,2,,
V,28,3,941130,239,2,1415,6,280,212,87,281,215,87,30,15,81,100,13,2,,
V,28,3,941130,246,2,1435,15,0,210,58,0,208,59,30,5,82,140,220,2,,
V,28,3,941130,244,2,1440,22,0,206,64,0,206,59,30,5,84,120,220,2,,
V,28,3,941130,435,2,1450,2,3,216,61,8,210,61,30,5,83,120,920,3,,
V,28,3,941215,202,2,900,10,6,161,77,8,161,73,60,15,86,390,33,6,,
V,28,3,941215,207,2,910,5,7,162,79,6,164,75,60,15,84,390,46,6,,
V,28,3,941215,204,2,915,2,45,153,84,,,,60,15,82,720,49,6,,
V,28,3,941215,434,2,925,5,135,142,104,141,143,100,60,15,80,1400,79,6,,
V,28,3,941215,424,2,930,2,139,134,107,,,,60,15,80,1200,33,6,,
V,28,3,941215,206,2,935,2,112,126,113,,,,60,15,80,360,5,6,,
V,28,3,941215,420,2,945,2,221,138,110,,,,60,15,81,290,5,7,,
V,28,3,941215,218,2,950,3,225,135,113,225,137,111,60,18,82,600,1,7,,
V,28,3,941215,410,2,955,2,229,135,114,,,,60,18,81,380,1,7,,
V,28,3,941215,401,2,1005,2,230,136,106,,,,60,18,81,580,1,7,,
V,28,3,941215,214,2,1018,4,251,140,104,251,141,100,60,18,82,480,1,7,,
V,28,3,941215,220,2,1022,5,260,143,107,262,145,106,60,18,83,500,2,7,,
V,28,3,941215,216,2,1010,4,259,139,109,261,138,107,60,18,82,420,1,7,,
V,28,3,941215,222,2,1025,4,245,140,112,246,140,109,60,18,83,280,2,7,,
V,28,3,941215,223,2,1030,3,241,142,106,240,142,102,60,18,83,820,2,7,,
V,28,3,941215,224,2,1033,3,268,146,106,266,144,104,60,18,83,1000,2,7,,
V,28,3,941215,226,2,1035,7,259,153,103,281,153,103,60,18,82,420,2,7,,
V,28,3,941215,250,2,1040,2,168,143,109,,,,60,18,82,460,11,7,,
V,28,3,941215,228,2,1045,5,23,146,111,59,144,110,60,18,85,490,49,7,,
V,28,3,941215,430,2,1050,5,7,163,114,9,158,122,60,18,85,320,70,7,,
V,28,3,941215,460,2,1055,4,141,144,120,150,144,126,60,18,80,810,70,7,,
V,28,3,941215,229,2,1100,10,229,143,132,244,141,129,60,18,80,290,5,7,,
V,28,3,941215,247,2,1105,6,233,144,129,236,141,128,60,18,82,160,4,7,,
V,28,3,941215,239,2,1110,5,241,141,124,245,146,121,60,18,82,200,7,7,,
V,28,3,941215,450,2,1115,4,202,149,115,210,146,113,60,18,83,920,33,8,,
V,28,3,941215,425,2,1120,5,164,154,107,168,152,103,60,18,83,410,11,8,,
V,28,3,941215,230,2,1125,4,165,142,102,168,144,102,60,18,81,1000,49,8,,
V,28,3,941215,231,2,1130,3,182,143,106,188,143,104,60,18,82,1000,14,8,,
V,28,3,941215,245,2,1135,3,186,148,106,182,145,105,60,18,81,590,70,8,,
V,28,3,941215,232,2,1140,4,212,156,108,212,158,104,60,18,81,1000,13,8,,
V,28,3,941215,234,2,1145,4,223,154,102,226,156,103,60,18,81,1200,5,8,,
V,28,3,941215,235,2,1150,4,215,153,104,219,154,101,60,18,82,1200,8,8,,
V,28,3,941215,237,2,1153,3,204,154,115,209,149,111,60,18,82,1000,8,8,,
V,28,3,941215,481,2,1156,3,203,148,108,204,145,111,60,18,82,360,2,8,,
V,28,3,941215,445,2,1200,3,197,148,112,199,150,109,60,18,82,720,13,8,,
V,28,3,941215,238,2,1205,3,190,149,117,192,143,118,60,18,,,5,8,,
V,28,3,941215,442,2,1210,2,193,143,110,,,,60,18,82,720,8,8,,
V,28,3,941215,241,2,1215,3,109,162,104,153,158,108,60,18,83,810,11,8,,
V,28,3,941215,236,2,1225,10,8,161,102,175,154,111,60,18,85,600,23,8,,
V,28,3,941215,431,2,1230,4,155,161,104,180,162,100,60,18,80,700,8,8,,
V,28,3,941215,435,2,1240,12,8,163,101,16,162,105,60,18,83,360,11,8,,
V,28,3,941215,244,2,1250,6,3,167,101,6,164,95,60,18,83,360,5,1,,
V,28,3,941215,246,2,1255,8,2,168,101,5,166,107,60,18,83,380,14,1,,
V,28,3,950223,202,2,830,4,0,145,76,0,143,75,90,5,,,33,8,,
