TripID,Reference,Project_1,Project_2,Project_3,WorkUp,Stratum,Gear,Rep,LocationInstrument,Longitude,Latitude,End_Longitude,End_Latitude,Station_1,Station_2,Station_3,PrimaryInvestigator,Crew1,Crew2,Crew3,Crew4,TimeZone,StartDepth,Zone,Subzone,Grid,TempInstrument,CondInstrument,pHInstrument,SalInstrument,DisO2Instrument,HydroInstrument,Secchi_on_bottom,Secchi_depth,Sediment_Depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,TotalShoreDamaged,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,Bank,ShoreDistance,Event,Procedural_exception,RecordPerson,Historic_Reference,Flag,Currelat,Winrelat,Wng_dpth,Twist,NetWidth,Panels,Enddepth,Dist_tow,Bearing,Fishing_mode,Guide,Target_species_primary,Target_species_secondary,Electro_TransectDistance,Electro_Model,Electro_PedalTime,Electro_Pulse,Electro_Amps,Electro_Voltage,Electro_current,Net_Ind,SeineSlope,work_up,starttime,date,soaktime,searchtime,endtime
CKM19970612,CKM1997061203,AM,.,.,S,D,160,1,D,-83.054167,29.1835,,,.,,,,,,,,EDT,0.8,B,,199,08,08,08,08,08,08,YES,0.3,,,0,,,,,,,,,,0,0,E,0,,,,CKG970042,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,39000,13677,,,
CKM19970612,CKM1997061204,AM,.,.,S,D,160,1,D,-83.0665,29.182333,,,.,,,,,,,,EDT,1,C,,217,08,08,08,08,08,08,YES,0.5,,,0,,,,,,,,,,1,0,E,0,,,,CKG970043,,0,0,0,,,,,,,,,,,,,,,,,,.,,,42300,13677,,,
CKM19970612,CKM1997061205,AM,.,.,S,D,160,1,D,-83.0845,29.123167,,,.,,,,,,,,EDT,0.8,C,,287,08,08,08,08,08,08,YES,0.7,,,90,,,,,,,,,,90,0,G,0,,,,CKG970044,,0,0,0,,,,,,,,,,,,,,,,,,.,,,49200,13677,,,
CKM19970612,CKM1997061206,AM,.,.,S,D,160,1,D,-83.073167,29.147333,,,.,,,,,,,,EDT,1.3,C,,265,08,08,08,08,08,08,NO,0.5,,,0,,,,,,,,,,5,0,E,0,,,,CKG970045,,0,0,0,,,,,,,,,,,,,,,,,,.,,,54000,13677,,,
CKM19970617,CKM1997061701,AM,.,.,S,.,300,1,D,-82.955833,29.106,,,.,,,,,,,,EDT,3.4,C,,318,08,08,08,08,08,08,NO,1.7,,,,,,,,,,,,,45,,.,,,,,CKR970228,,0,0,,,,,3.4,0.18,289,,,,,,,,,,,,.,,,31440,13682,600,,
CKM19970617,CKM1997061702,AM,.,.,S,.,300,1,D,-82.962333,29.1515,,,.,,,,,,,,EDT,2.3,C,,249,08,08,08,08,08,08,NO,0.6,,,,,,,,,,,,,30,,.,,,,,CKR970229,,0,0,,,,,3.1,0.2,259,,,,,,,,,,,,.,,,35760,13682,600,,
CKM19970617,CKM1997061703,AM,.,.,S,B,20,1,D,-82.950667,29.166833,,,.,,,,,,,,EDT,1,C,,223,08,08,08,08,08,08,YES,0.6,,,0,,,,,,,,,,15,,U,,,,,CKR970230,,0,0,1,,,,,,,,,,,,,,,,,,.,,,39600,13682,,,
CKM19970617,CKM1997061704,AM,.,.,S,.,300,1,D,-82.994333,29.023833,,,.,,,,,,,,EDT,6.3,C,,430,08,08,08,08,08,08,NO,4,,,,,,,,,,,,,4,,.,,,,,CKR970231,,0,0,,,,,5.7,0.25,230,,,,,,,,,,,,.,,,44640,13682,600,,
CKM19970617,CKM1997061705,AM,.,.,S,.,300,1,D,-83.076333,29.037,,,.,,,,,,,,EDT,6,C,,406,08,08,08,08,08,08,YES,6,,,,,,,,,,,,,5,,.,,,,,CKR970232,,0,0,,,,,3,0.26,238,,,,,,,,,,,,.,,,48000,13682,600,,
CKM19970617,CKM1997061706,AM,.,.,S,.,300,1,D,-83.1565,29.088667,,,.,,,,,,,,EDT,4,C,,330,08,08,08,08,08,08,NO,4,,,,,,,,,,,,,0.2,,.,,,,,CKR970233,,0,0,,,,,5.4,0.25,236,,,,,,,,,,,,.,,,52680,13682,600,,
CKM19970619,CKM1997061901,AM,.,.,S,D,160,1,D,-83.053833,29.230167,,,.,,,,,,,,EDT,1.1,B,,179,08,08,08,08,08,08,NO,0.9,,,0,,,,,,,,,,10,0,E,0,,,,CKG970046,,0,0,0.5,,,,,,,,,,,,,,,,,,.,,,38700,13684,,,
CKM19970620,CKM1997062001,AM,.,.,S,.,300,1,D,-83.040333,29.121833,,,.,,,,,,,,EDT,4.3,C,,290,08,08,08,08,08,08,NO,0.5,,,,,,,,,,,,,1,,.,,,,,CKR970234,,270,0,,,,,3,0.15,314,,,,,,,,,,,,.,,,38700,13685,600,,
CKM19970620,CKM1997062002,AM,.,.,S,.,300,1,D,-83.098833,29.186,,,.,,,,,,,,EDT,2.1,B,,197,08,08,08,08,08,08,NO,0.6,,,,,,,,,,,,,15,,.,,,,,CKR970235,,0,90,,,,,2.4,0.22,261,,,,,,,,,,,,.,,,44160,13685,600,,
CKM19970620,CKM1997062003,AM,.,.,S,.,300,1,D,-83.124833,29.1935,,,.,,,,,,,,EDT,3.2,B,,195,08,08,08,08,08,08,NO,1.5,,,,,,,,,,,,,0.5,,.,,,,,CKR970236,,0,0,,,,,2.3,0.18,270,,,,,,,,,,,,.,,,46740,13685,600,,
CKM19970620,CKM1997062004,AM,.,.,S,.,300,1,D,-83.137333,29.209,,,.,,,,,,,,EDT,3.2,B,,185,08,08,08,08,08,08,NO,1.9,,,,,,,,,,,,,10,,.,,,,,CKR970237,,0,0,,,,,3.2,0.23,261,,,,,,,,,,,,.,,,49560,13685,600,,
CKM19970620,CKM1997062005,AM,.,.,S,.,300,1,D,-83.165833,29.141667,,,.,,,,,,,,EDT,5.8,C,,260,08,08,08,08,08,08,NO,3,,,,,,,,,,,,,4,,.,,,,,CKR970238,,0,0,,,,,5.5,0.25,267,,,,,,,,,,,,.,,,54360,13685,600,,
CKM19970623,CKM1997062301,AM,.,.,S,A,20,1,D,-83.276167,29.352,,,.,,,,,,,,EDT,1.2,B,,84,08,08,08,08,08,08,YES,1.2,,,100,,,,,,,,,,1,,U,,,,,CKR970239,,0,0,1.2,,,,,,,,,,,,,,,,,,.,,,36600,13688,,,
CKM19970623,CKM1997062302,AM,.,.,S,.,300,1,D,-83.288,29.359,,,.,,,,,,,,EDT,1.8,B,,83,08,08,08,08,08,08,NO,2.1,,,,,,,,,,,,,5,,.,,,,,CKR970240,,0,0,,,,,2.6,0.2,32,,,,,,,,,,,,.,,,38640,13688,600,,
CKM19970623,CKM1997062303,AM,.,.,S,.,300,1,D,-83.259667,29.3425,,,.,,,,,,,,EDT,2.7,B,,94,08,08,08,08,08,08,NO,2,,,,,,,,,,,,,7,,.,,,,,CKR970241,,0,0,,,,,2.1,0.2,268,,,,,,,,,,,,.,,,40380,13688,600,,
CKM19970623,CKM1997062304,AM,.,.,S,.,300,1,D,-83.246,29.363,,,.,,,,,,,,EDT,2.3,B,,86,08,08,08,08,08,08,NO,1.7,,,,,,,,,,,,,7,,.,,,,,CKR970242,,0,0,,,,,2.4,0.2,269,,,,,,,,,,,,.,,,42360,13688,600,,
CKM19970623,CKM1997062305,AM,.,.,S,.,300,1,D,-83.209833,29.327667,,,.,,,,,,,,EDT,4,B,,106,08,08,08,08,08,08,NO,2,,,,,,,,,,,,,5,,.,,,,,CKR970243,,0,0,,,,,3.4,0.15,206,,,,,,,,,,,,.,,,45000,13688,600,,
CKM19970623,CKM1997062306,AM,.,.,S,.,300,1,D,-83.205,29.306833,,,.,,,,,,,,EDT,3.5,B,,115,08,08,08,08,08,08,NO,2,,,,,,,,,,,,,1,,.,,,,,CKR970244,,0,0,,,,,3.6,0.22,237,,,,,,,,,,,,.,,,46680,13688,600,,
CKM19970623,CKM1997062307,AM,.,.,S,.,300,1,D,-83.232333,29.2865,,,.,,,,,,,,EDT,3.7,B,,123,08,08,08,08,08,08,NO,3.2,,,,,,,,,,,,,15,,.,,,,,CKR970245,,0,0,,,,,4.2,0.23,275,,,,,,,,,,,,.,,,48480,13688,600,,
CKM19970623,CKM1997062308,AM,.,.,S,.,300,1,D,-83.213167,29.267833,,,.,,,,,,,,EDT,3.7,B,,135,08,08,08,08,08,08,NO,2.3,,,,,,,,,,,,,2.5,,.,,,,,CKR970246,,0,0,,,,,4.3,0.19,246,,,,,,,,,,,,.,,,50340,13688,600,,
CKM19970623,CKM1997062309,AM,.,.,S,.,300,1,D,-83.198333,29.297167,,,.,,,,,,,,EDT,3.8,B,,125,08,08,08,08,08,08,NO,2.3,,,,,,,,,,,,,0.5,,.,,,,,CKR970247,,0,0,,,,,4.1,0.16,237,,,,,,,,,,,,.,,,52020,13688,600,,
CKM19970623,CKM1997062310,AM,.,.,S,.,300,1,D,-83.199,29.305833,,,.,,,,,,,,EDT,2.8,B,,116,08,08,08,08,08,08,NO,2.1,,,,,,,,,,,,,4,,.,,,,,CKR970248,,0,0,,,,,3.8,0.23,226,,,,,,,,,,,,.,,,53520,13688,600,,
CKM19970624,CKM1997062401,AM,.,.,S,B,20,1,D,-83.1265,29.213667,,,.,,,,,,,,EDT,0.8,B,,186,08,08,08,08,08,08,YES,0.8,,,0,,,,,,,,,,2.5,,U,,,,,CKR970249,,0,0,0.8,,,,,,,,,,,,,,,,,,.,,,36900,13689,,,
CKM19970624,CKM1997062402,AM,.,.,S,B,20,1,D,-83.186,29.261167,,,.,,,,,,,,EDT,1.1,B,,147,08,08,08,08,08,08,YES,1.1,,,12,,,,,,,,,,1,,U,,,,,CKR970250,,0,0,1.1,,,,,,,,,,,,,,,,,,.,,,39600,13689,,,
CKM19970624,CKM1997062403,AM,.,.,S,B,20,1,D,-83.165833,29.255667,,,.,,,,,,,,EDT,1,B,,149,08,08,08,08,08,08,YES,1,,,0,,,,,,,,,,5,,U,,,,,CKR970251,,0,0,1,,,,,,,,,,,,,,,,,,.,,,41700,13689,,,
CKM19970624,CKM1997062404,AM,.,.,S,B,20,1,D,-83.1505,29.2805,,,.,,,,,,,,EDT,0.9,B,,138,08,08,08,08,08,08,NO,0.7,,,0,,,,,,,,,,1,,U,,,,,CKR970252,,0,0,0.9,,,,,,,,,,,,,,,,,,.,,,46020,13689,,,
CKM19970624,CKM1997062405,AM,.,.,S,D,23,1,D,-83.1435,29.295167,,,.,,,,,,,,EDT,1,B,,128,08,08,08,08,08,08,YES,0.7,,,0,,,,,,,,,,0.5,0,G,0,,,,CKR970253,,0,0,0,,,,,,,,,,,,,,,,,,.,,,48600,13689,,,
CKM19970624,CKM1997062406,AM,.,.,S,D,23,1,D,-83.152167,29.343167,,,.,,,,,,,,EDT,1.2,B,,100,08,08,08,08,08,08,NO,0.7,,,0,,,,,,,,,,1.5,0,E,0,,,,CKR970254,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,54000,13689,,,
CKM19970707,CKM1997070701,AM,.,.,S,B,20,1,D,-83.172333,29.292333,,,.,,,,,,,,EDT,0.7,B,,126,08,08,08,08,08,08,YES,0.7,,,0,,,,,,,,,,2,,U,,,,,CKR970255,,0,0,0.7,,,,,,,,,,,,,,,,,,.,,,34500,13702,,,
CKM19970707,CKM1997070702,AM,.,.,S,B,20,1,D,-83.154333,29.291333,,,.,,,,,,,,EDT,0.7,B,,127,08,08,08,08,08,08,YES,0.7,,,0,,,,,,,,,,1,,U,,,,,CKR970256,,0,0,0.7,,,,,,,,,,,,,,,,,,.,,,37500,13702,,,
CKM19970707,CKM1997070703,AM,.,.,S,D,23,1,D,-83.155167,29.293333,,,.,,,,,,,,EDT,1.2,B,,127,08,08,08,08,08,08,NO,0.8,,,0,,,,,,,,,,0.5,0,E,0,,,,CKR970257,,180,180,0.1,,,,,,,,,,,,,,,,,,.,,,39600,13702,,,
CKM19970707,CKM1997070704,AM,.,.,S,D,23,1,D,-83.143333,29.294833,,,.,,,,,,,,EDT,1.5,B,,128,08,08,08,08,08,08,NO,0.8,,,0,,,,,,,,,,0.2,2,G,0,,,,CKR970258,,0,0,0,,,,,,,,,,,,,,,,,,.,,,42000,13702,,,
CKM19970707,CKM1997070705,AM,.,.,S,.,22,1,D,-83.140167,29.285833,,,.,,,,,,,,EDT,1.4,B,,128,08,08,08,08,08,08,NO,0.8,,,0,,,,,,,,,,0,0,E,0,,,,CKR970259,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,44700,13702,,,
CKM19970708,CKM1997070801,AM,.,.,S,B,20,1,D,-82.9785,29.162667,,,.,,,,,,,,EDT,1.1,C,,248,08,08,08,08,08,08,NO,0.8,,,0,,,,,,,,,,25,,U,,,,,CKR970260,,0,0,1.1,,,,,,,,,,,,,,,,,,.,,,32400,13703,,,
CKM19970708,CKM1997070802,AM,.,.,S,B,20,1,D,-82.964667,29.163833,,,.,,,,,,,,EDT,0.9,C,,249,08,08,08,08,08,08,YES,0.9,,,0,,,,,,,,,,8,,U,,,,,CKR970261,,0,0,0.9,,,,,,,,,,,,,,,,,,.,,,35100,13703,,,
CKM19970708,CKM1997070803,AM,.,.,S,A,20,1,D,-83.027667,29.113167,,,.,,,,,,,,EDT,1.1,C,,314,08,08,08,08,08,08,YES,1.1,,,100,,,,,,,,,,1,,U,,,,,CKR970262,,0,0,0.8,,,,,,,,,,,,,,,,,,.,,,38400,13703,,,
CKM19970708,CKM1997070804,AM,.,.,S,A,20,1,D,-82.9945,29.083,,,.,,,,,,,,EDT,1,C,,364,08,08,08,08,08,08,YES,1,,,100,,,,,,,,,,0,,U,,,,,CKR970263,,0,0,1.1,,,,,,,,,,,,,,,,,,.,,,41700,13703,,,
CKM19970708,CKM1997070805,AM,.,.,S,.,22,1,D,-83.028167,29.141667,,,.,,,,,,,,EDT,0.6,C,,268,08,08,08,08,08,08,YES,0.6,,,0,,,,,,,,,,2,4,E,0,,,,CKR970264,,0,0,0.5,,,,,,,,,,,,,,,,,,.,,,45600,13703,,,
CKM19970708,CKM1997070806,AM,.,.,S,.,22,1,D,-83.037667,29.155833,,,.,,,,,,,,EDT,0.7,C,,244,08,08,08,08,08,08,NO,0.7,,,0,,,,,,,,,,2,0,E,0,,,,CKR970265,,0,0,0.8,,,,,,,,,,,,,,,,,,.,,,50400,13703,,,
CKM19970709,CKM1997070901,AM,.,.,S,D,23,1,D,-83.1025,29.280667,,,.,,,,,,,,EDT,1.2,B,,141,08,08,08,08,08,08,NO,0.8,,,0,,,,,,,,,,0.1,0,E,0,,,,CKR970266,,0,0,0,,,,,,,,,,,,,,,,,,.,,,31080,13704,,,
CKM19970709,CKM1997070902,AM,.,.,S,D,23,1,D,-83.0955,29.2685,,,.,,,,,,,,EDT,0.6,B,,142,08,08,08,08,08,08,YES,0.6,,,0,,,,,,,,,,0.1,0,E,0,,,,CKR970267,,0,0,0,,,,,,,,,,,,,,,,,,.,,,34800,13704,,,
CKM19970709,CKM1997070903,AM,.,.,S,.,22,1,D,-83.072667,29.250167,,,.,,,,,,,,EDT,0.4,B,,154,08,08,08,08,08,08,YES,0.4,,,0,,,,,,,,,,0.2,0,E,0,,,,CKR970268,,0,0,0.2,,,,,,,,,,,,,,,,,,.,,,39000,13704,,,
CKM19970714,CKM1997071401,AM,.,.,S,D,160,1,D,-83.201833,29.366,,,.,,,,,,,,EDT,1.3,B,,88,08,08,08,08,08,08,NO,0.6,,,0,,,,,,,,,,15,2,G,2,,,,CKG970047,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,35400,13709,,,
CKM19970714,CKM1997071402,AM,.,.,S,D,23,1,D,-83.177667,29.35,,,.,,,,,,,,EDT,0.8,B,,90,08,08,08,08,08,08,YES,0.8,,,0,,,,,,,,,,5,0,E,0,,,,CKR970269,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,40500,13709,,,
CKM19970714,CKM1997071403,AM,.,.,S,.,22,1,D,-83.168,29.328167,,,.,,,,,,,,EDT,0.8,B,,108,08,08,08,08,08,08,YES,0.7,,,0,,,,,,,,,,0,0,E,0,,,,CKR970270,,0,90,0.2,,,,,,,,,,,,,,,,,,.,,,45900,13709,,,
CKM19970714,CKM1997071404,AM,.,.,S,D,160,1,D,-83.169667,29.2895,,,.,,,,,,,,EDT,0.9,B,,126,08,08,08,08,08,08,NO,0.5,,,0,,,,,,,,,,0,0,E,0,,,,CKG970048,,0,0,0.1,,,,,,,,,,,,,,,,,,.,,,49200,13709,,,
CKM19970714,CKM1997071405,AM,.,.,S,D,160,1,D,-83.138667,29.283833,,,.,,,,,,,,EDT,0.7,B,,128,08,08,08,08,08,08,YES,0.7,,,0,,,,,,,,,,5,0,E,0,,,,CKG970049,,180,180,0,,,,,,,,,,,,,,,,,,.,,,52500,13709,,,
CKM19970715,CKM1997071501,AM,.,.,S,D,160,1,D,-83.058,29.229833,,,.,,,,,,,,EDT,1.1,B,,179,08,08,08,08,08,08,YES,0.9,,,0,,,,,,,,,,0,0,E,0,,,,CKG970050,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,31800,13710,,,
CKM19970715,CKM1997071502,AM,.,.,S,.,22,1,D,-83.058667,29.231,,,.,,,,,,,,EDT,1.2,B,,179,08,08,08,08,08,08,YES,0.8,,,0,,,,,,,,,,5,0,E,0,,,,CKR970271,,0,0,0.3,,,,,,,,,,,,,,,,,,.,,,37800,13710,,,
CKM19970715,CKM1997071503,AM,.,.,S,D,23,1,D,-83.076333,29.225,,,.,,,,,,,,EDT,0.9,B,,178,08,08,08,08,08,08,YES,1.1,,,0,,,,,,,,,,3.5,0,E,0,,,,CKR970272,,0,0,0,,,,,,,,,,,,,,,,,,.,,,41100,13710,,,
CKM19970715,CKM1997071504,AM,.,.,S,D,160,1,D,-83.076833,29.256833,,,.,,,,,,,,EDT,1,B,,154,08,08,08,08,08,08,YES,1,,,0,,,,,,,,,,0,1,G,1,,,,CKG970051,,90,180,0.2,,,,,,,,,,,,,,,,,,.,,,45600,13710,,,
CKM19970715,CKM1997071505,AM,.,.,S,A,20,1,D,-83.068,29.135667,,,.,,,,,,,,EDT,0.7,C,,265,08,08,08,08,08,08,NO,0.6,,,100,,,,,,,,,,0.5,,U,,,,,CKR970273,,0,270,0.7,,,,,,,,,,,,,,,,,,.,,,51420,13710,,,
CKM19970715,CKM1997071506,AM,.,.,S,B,20,1,D,-83.099167,29.153,,,.,,,,,,,,EDT,1.2,C,,241,08,08,08,08,08,08,NO,1,,,0,,,,,,,,,,0.3,,U,,,,,CKR970274,,0,180,1.2,,,,,,,,,,,,,,,,,,.,,,54000,13710,,,
CKM19970716,CKM1997071601,AM,.,.,S,B,20,1,D,-83.054833,29.182,,,.,,,,,,,,EDT,1,C,,217,08,08,08,08,08,08,NO,0.5,,,0,,,,,,,,,,5,2,E,2,,,,CKR970275,,0,0,1,,,,,,,,,,,,,,,,,,.,,,35700,13711,,,
CKM19970716,CKM1997071602,AM,.,.,S,B,20,1,D,-83.166333,29.2555,,,.,,,,,,,,EDT,1.3,B,,149,08,08,08,08,08,08,NO,1.3,,,0,,,,,,,,,,0.1,,U,,,,,CKR970276,,0,0,1.3,,,,,,,,,,,,,,,,,,.,,,40500,13711,,,
CKM19970716,CKM1997071603,AM,.,.,S,B,20,1,D,-83.081333,29.2305,,,.,,,,,,,,EDT,0.8,B,,178,08,08,08,08,08,08,YES,0.8,,,0,,,,,,,,,,1.5,2,G,2,,,,CKR970277,,0,0,0.8,,,,,,,,,,,,,,,,,,.,,,46200,13711,,,
CKM19970721,CKM1997072101,AM,.,.,S,D,160,1,D,-83.014667,29.141667,,,.,,,,,,,,EDT,0.8,C,,269,08,08,08,08,08,08,NO,0.4,,,0,,,,,,,,,,20,3,G,0,,,,CKG970052,,90,0,0,,,,,,,,,,,,,,,,,,.,,,37860,13716,,,
CKM19970721,CKM1997072102,AM,.,.,S,D,160,1,D,-83.0905,29.123,,,.,,,,,,,,EDT,1,C,,287,08,08,08,08,08,08,YES,0.9,,,90,,,,,,,,,,20,3,G,0,,,,CKG970053,,0,270,0,,,,,,,,,,,,,,,,,,.,,,42000,13716,,,
CKM19970722,CKM1997072201,AM,.,.,S,D,160,1,D,-83.0325,29.095333,,,.,,,,,,,,EDT,1.2,C,,338,08,08,08,08,08,08,YES,1.2,,,95,,,,,,,,,,50,0,E,0,,,,CKG970054,,0,0,0.5,,,,,,,,,,,,,,,,,,.,,,46800,13717,,,
CKM19970722,CKM1997072202,AM,.,.,S,D,160,1,D,-83.0705,29.0965,,,.,,,,,,,,EDT,1.3,C,,335,08,08,08,08,08,08,YES,1.3,,,90,,,,,,,,,,50,0,G,0,,,,CKG970055,,0,0,0,,,,,,,,,,,,,,,,,,.,,,51600,13717,,,
CKM19970722,CKM1997072203,AM,.,.,S,D,160,1,D,-83.061,29.098833,,,.,,,,,,,,EDT,1.2,C,,336,08,08,08,08,.,08,YES,1.2,,,50,,,,,,,,,,100,0,G,0,,,,CKG970056,,0,0,0,,,,,,,,,,,,,,,,,,.,,,55200,13717,,,
CKM19970724,CKM1997072401,AM,.,.,S,B,20,1,D,-83.210333,29.3645,,,.,,,,,,,,EDT,1,B,,88,08,08,08,08,08,08,NO,0.6,,,0,,,,,,,,,,0,,U,,,,,CKR970278,,0,0,1,,,,,,,,,,,,,,,,,,.,,,38700,13719,,,
CKM19970724,CKM1997072402,AM,.,.,S,.,300,1,D,-83.256,29.348333,,,.,,,,,,,,EDT,4,B,,94,08,08,08,08,08,08,NO,1.5,,,,,,,,,,,,,20,,.,,,,,CKR970279,,90,0,,,,,2.4,0.19,183,,,,,,,,,,,,.,,,43740,13719,600,,
CKM19970724,CKM1997072403,AM,.,.,S,.,300,1,D,-83.245667,29.330167,,,.,,,,,,,,EDT,2.8,B,,104,08,08,08,08,08,08,NO,1.2,,,,,,,,,,,,,15,,.,,,,,CKR970280,,90,0,,,,,3,0.16,187,,,,,,,,,,,,.,,,46200,13719,600,,
CKM19970724,CKM1997072404,AM,.,.,S,.,300,1,D,-83.242333,29.302167,,,.,,,,,,,,EDT,4.2,B,,113,08,08,08,08,08,08,NO,2.3,,,,,,,,,,,,,15,,.,,,,,CKR970281,,0,0,,,,,4.2,0.12,185,,,,,,,,,,,,.,,,48660,13719,600,,
CKM19970724,CKM1997072405,AM,.,.,S,.,300,1,D,-83.226833,29.223333,,,.,,,,,,,,EDT,4.2,B,,169,08,08,08,08,08,08,NO,4.2,,,,,,,,,,,,,7,,.,,,,,CKR970282,,0,90,,,,,4.5,0.18,154,,,,,,,,,,,,.,,,52200,13719,600,,
CKM19970724,CKM1997072406,AM,.,.,S,.,300,1,D,-83.208167,29.200167,,,.,,,,,,,,EDT,3.6,B,,181,08,08,08,08,08,08,YES,4.5,,,,,,,,,,,,,0.1,,.,,,,,CKR970283,,0,90,,,,,4.2,0.22,153,,,,,,,,,,,,.,,,54660,13719,600,,
CKM19970724,CKM1997072407,AM,.,.,S,.,300,1,D,-83.213833,29.239667,,,.,,,,,,,,EDT,4.6,B,,158,08,08,08,08,08,08,NO,4.5,,,,,,,,,,,,,7,,.,,,,,CKR970284,,0,90,,,,,4.5,0.2,149,,,,,,,,,,,,.,,,56640,13719,600,,
CKM19970724,CKM1997072408,AM,.,.,S,.,300,1,D,-83.1925,29.26,,,.,,,,,,,,EDT,2.4,B,,147,08,08,08,08,08,08,YES,3,,,,,,,,,,,,,3,,.,,,,,CKR970285,,0,90,,,,,2.1,0.23,153,,,,,,,,,,,,.,,,58500,13719,600,,
CKM19970728,CKM1997072801,AM,.,.,S,.,300,1,D,-83.059167,29.1215,,,.,,,,,,,,EDT,3.6,C,,289,08,08,08,08,08,08,NO,3,,,,,,,,,,,,,17,,.,,,,,CKR970286,,0,0,,,,,1.8,0.23,170,,,,,,,,,,,,.,,,30540,13723,600,,
CKM19970728,CKM1997072802,AM,.,.,S,.,300,1,D,-83.057333,29.1145,,,.,,,,,,,,EDT,3.4,C,,312,08,08,08,08,08,08,NO,2.8,,,,,,,,,,,,,5.5,,.,,,,,CKR970287,,0,0,,,,,2.5,0.23,173,,,,,,,,,,,,.,,,32340,13723,600,,
CKM19970728,CKM1997072803,AM,.,.,S,.,300,1,D,-83.131,29.1345,,,.,,,,,,,,EDT,4.6,C,,262,08,08,08,08,08,08,YES,4.6,,,,,,,,,,,,,0.5,,.,,,,,CKR970288,,0,0,,,,,4.6,0.24,230,,,,,,,,,,,,.,,,36840,13723,600,,
CKM19970728,CKM1997072804,AM,.,.,S,.,300,1,D,-83.126333,29.106167,,,.,,,,,,,,EDT,5.3,C,,308,08,08,08,08,08,08,NO,6,,,,,,,,,,,,,5,,.,,,,,CKR970289,,0,0,,,,,5.6,0.24,220,,,,,,,,,,,,.,,,39060,13723,600,,
CKM19970728,CKM1997072805,AM,.,.,S,.,300,1,D,-83.071667,29.072333,,,.,,,,,,,,EDT,3.4,C,,359,08,08,08,08,08,08,NO,3,,,,,,,,,,,,,0.5,,.,,,,,CKR970290,,0,180,,,,,4.3,0.17,10,,,,,,,,,,,,.,,,45000,13723,600,,
CKM19970728,CKM1997072806,AM,.,.,S,.,300,1,D,-83.054167,29.075,,,.,,,,,,,,EDT,2.8,C,,360,08,08,08,08,08,08,YES,2.6,,,,,,,,,,,,,7.5,,.,,,,,CKR970291,,0,180,,,,,1.8,0.2,42,,,,,,,,,,,,.,,,46680,13723,600,,
CKM19970728,CKM1997072807,AM,.,.,S,.,300,1,D,-83.080333,29.050167,,,.,,,,,,,,EDT,5.3,C,,383,08,08,08,08,08,08,NO,6.5,,,,,,,,,,,,,5,,.,,,,,CKR970292,,0,180,,,,,5,0.21,35,,,,,,,,,,,,.,,,49260,13723,600,,
CKM19970728,CKM1997072808,AM,.,.,S,.,300,1,D,-82.9815,29.070333,,,.,,,,,,,,EDT,2.5,C,,365,08,08,08,08,08,08,NO,2.8,,,,,,,,,,,,,10,,.,,,,,CKR970293,,0,180,,,,,2.5,0.17,15,,,,,,,,,,,,.,,,52560,13723,600,,
CKM19970731,CKM1997073101,AM,.,.,S,.,300,1,D,-83.022667,29.115667,,,.,,,,,,,,EDT,2.1,C,,314,08,08,08,08,08,08,NO,2.1,,,,,,,,,,,,,5,,.,,,,,CKR970294,,0,0,,,,,2.4,0.18,234,,,,,,,,,,,,.,,,34140,13726,600,,
CKM19970731,CKM1997073102,AM,.,.,S,.,300,1,D,-83.073,29.140167,,,.,,,,,,,,EDT,2.1,C,,265,08,08,08,08,08,08,NO,1.8,,,,,,,,,,,,,4,,.,,,,,CKR970295,,0,0,,,,,1.8,0.21,258,,,,,,,,,,,,.,,,36600,13726,600,,
CKM19970731,CKM1997073103,AM,.,.,S,.,300,1,D,-83.104,29.151167,,,.,,,,,,,,EDT,2.3,C,,240,08,08,08,08,08,08,YES,2.5,,,,,,,,,,,,,1,,.,,,,,CKR970296,,0,270,,,,,3,0.2,249,,,,,,,,,,,,.,,,38760,13726,600,,
CKM19970731,CKM1997073104,AM,.,.,S,.,300,1,D,-83.1115,29.210167,,,.,,,,,,,,EDT,2.4,B,,187,08,08,08,08,08,08,NO,1.2,,,,,,,,,,,,,25,,.,,,,,CKR970297,,0,270,,,,,2.1,0.2,274,,,,,,,,,,,,.,,,42780,13726,600,,
CKM19970731,CKM1997073105,AM,.,.,S,.,300,1,D,-83.102833,29.225167,,,.,,,,,,,,EDT,1.8,B,,176,08,08,08,08,08,08,NO,1.3,,,,,,,,,,,,,2,,.,,,,,CKR970298,,0,0,,,,,2.4,0.21,265,,,,,,,,,,,,.,,,45840,13726,600,,
