<<<<<<< HEAD
Number,X,Y,Elev,Transect,Element,Type,
2221,1790440.556,303874.355,-1.926,19,12,ROCK TOP,
2222,1790441.549,303877.596,-1.676,19,12,ROCK TOP,
2223,1790442.176,303879.211,-1.615,19,12,ROCK TOP,
2224,1790445.772,303882.248,-1.415,19,12,ROCK TOP,
2225,1790447.679,303885.1,-1.621,19,12,ROCK TOP,
2226,1790449.188,303888.384,-1.569,19,12,ROCK TOP,
2227,1790451.1,303888.931,-1.647,19,12,ROCK TOP,
2228,1790454.011,303888.846,-1.562,19,12,ROCK TOP,
2229,1790455.267,303893.576,-1.673,19,12,ROCK TOP,
2230,1790457.375,303895.571,-3.208,19,12,GS,
2231,1790463.755,303893.741,-3.369,19,12,GS,
2232,1790461.723,303891.866,-1.803,19,12,ROCK TOP,
2233,1790446.42,303890.789,-3.009,19,12,GS,
2234,1789928.204,304312.414,-3.109,1,14,GS,
2235,1789928.973,304313.392,-1.89,1,14,ROCK TOP,
2236,1789929.429,304314.423,-1.744,1,14,ROCK TOP,
2237,1789930.827,304315.708,-1.586,1,14,ROCK TOP,
2238,1789932.383,304316.554,-1.669,1,14,ROCK TOP,
2239,1789934.116,304317.052,-1.87,1,14,ROCK TOP,
2240,1789935.888,304318.053,-1.929,1,14,ROCK TOP,
2241,1789936.793,304320.558,-1.752,1,14,ROCK TOP,
2242,1789938.007,304321.36,-1.812,1,14,ROCK TOP,
2243,1789938.547,304322.651,-1.758,1,14,ROCK TOP,
2244,1789939.9,304323.604,-1.61,1,14,ROCK TOP,
2245,1789941.389,304324.973,-1.52,1,14,ROCK TOP,
2246,1789943.872,304324.611,-1.895,1,14,ROCK TOP,
2247,1789944.962,304326.947,-2.202,1,14,ROCK TOP,
2248,1789946.617,304327.843,-1.758,1,14,ROCK TOP,
2249,1789947.707,304328.699,-1.646,1,14,ROCK TOP,
2250,1789948.494,304331.059,-1.805,1,14,ROCK TOP,
2251,1789950.172,304332.55,-1.828,1,14,ROCK TOP,
2252,1789951.539,304334.976,-3.329,1,14,GS,
2253,1789916.702,304367.269,-3.16,2,14,GS,
2254,1789916.475,304366.921,-2.035,2,14,ROCK TOP,
2255,1789914.299,304366.887,-1.452,2,14,ROCK TOP,
2256,1789913.604,304364.744,-1.605,2,14,ROCK TOP,
2257,1789912.774,304362.964,-1.634,2,14,ROCK TOP,
2258,1789910.934,304361.234,-1.639,2,14,ROCK TOP,
2259,1789909.573,304360.061,-1.581,2,14,ROCK TOP,
2260,1789909.606,304358.167,-1.738,2,14,ROCK TOP,
2261,1789908.125,304356.001,-1.728,2,14,ROCK TOP,
2262,1789907.953,304353.051,-1.821,2,14,ROCK TOP,
2263,1789905.257,304353.281,-1.627,2,14,ROCK TOP,
2264,1789902.156,304351.044,-1.828,2,14,ROCK TOP,
2265,1789901.255,304348.026,-1.763,2,14,ROCK TOP,
2266,1789900.037,304346.436,-1.642,2,14,ROCK TOP,
2267,1789899.827,304344.741,-1.766,2,14,ROCK TOP,
2268,1789897.826,304343.768,-3.273,2,14,GS,
2423,1789893.03,304390.559,-3.394,3,14,GS,
2424,1789890.811,304388.969,-1.752,3,14,ROCK TOP,
2425,1789888.907,304388.71,-1.693,3,14,ROCK TOP,
2426,1789886.602,304387.26,-1.706,3,14,ROCK TOP,
2427,1789884.066,304383.455,-1.764,3,14,ROCK TOP,
2428,1789881.183,304380.613,-1.881,3,14,ROCK TOP,
2429,1789879.344,304377.529,-1.594,3,14,ROCK TOP,
2430,1789876.47,304375.679,-1.756,3,14,ROCK TOP,
2431,1789875.294,304373.905,-1.879,3,14,ROCK TOP,
2432,1789874.041,304372.16,-1.906,3,14,ROCK TOP,
2433,1789872.61,304369.947,-1.707,3,14,ROCK TOP,
2434,1789870.466,304368.361,-1.768,3,14,ROCK TOP,
2435,1789869.438,304367.212,-3.3,3,14,GS,
2269,1789855.875,304383.28,-3.352,4,14,GS,
2270,1789856.859,304383.749,-1.795,4,14,ROCK TOP,
2271,1789858.725,304386.986,-1.722,4,14,ROCK TOP,
2272,1789860.461,304388.016,-1.672,4,14,ROCK TOP,
2273,1789861.485,304389.497,-1.703,4,14,ROCK TOP,
2274,1789863.203,304391.276,-1.783,4,14,ROCK TOP,
2275,1789864.856,304392.448,-1.614,4,14,ROCK TOP,
2276,1789866.596,304393.319,-1.726,4,14,ROCK TOP,
2277,1789868.559,304394.988,-1.541,4,14,ROCK TOP,
2278,1789870.46,304395.135,-1.66,4,14,ROCK TOP,
2279,1789871.803,304396.788,-1.638,4,14,ROCK TOP,
2280,1789873.793,304397.76,-1.52,4,14,ROCK TOP,
2281,1789876.44,304399.085,-1.857,4,14,ROCK TOP,
2282,1789878.861,304400.946,-1.785,4,14,ROCK TOP,
2283,1789879.063,304403.356,-1.765,4,14,ROCK TOP,
2284,1789880.407,304404.714,-3.245,4,14,GS,
2285,1789851.715,304429.97,-3.217,5,14,GS,
2286,1789850.097,304429.709,-1.656,5,14,ROCK TOP,
2287,1789848.759,304428.009,-1.742,5,14,ROCK TOP,
2288,1789847.713,304425.961,-1.524,5,14,ROCK TOP,
2289,1789845.851,304424.648,-1.712,5,14,ROCK TOP,
2290,1789844.381,304422.717,-1.467,5,14,ROCK TOP,
2291,1789840.982,304419.942,-1.718,5,14,ROCK TOP,
2292,1789840.281,304417.804,-1.657,5,14,ROCK TOP,
2293,1789838.274,304416.23,-1.626,5,14,ROCK TOP,
2294,1789836.973,304415.525,-1.681,5,14,ROCK TOP,
2295,1789835.734,304413.73,-1.587,5,14,ROCK TOP,
2296,1789834.332,304412.45,-1.648,5,14,ROCK TOP,
2297,1789832.609,304410.365,-1.714,5,14,ROCK TOP,
2298,1789831.163,304409.934,-1.795,5,14,ROCK TOP,
2299,1789829.946,304409.618,-3.292,5,14,GS,
2436,1789813.875,304425.614,-3.262,6,14,GS,
2437,1789816.021,304426.545,-1.918,6,14,ROCK TOP,
2438,1789817.14,304428.159,-1.488,6,14,ROCK TOP,
2439,1789818.414,304429.696,-1.775,6,14,ROCK TOP,
2440,1789819.759,304431.528,-1.513,6,14,ROCK TOP,
2441,1789820.568,304433.534,-1.598,6,14,ROCK TOP,
2442,1789822.757,304435.957,-1.734,6,14,ROCK TOP,
2443,1789824.103,304437.577,-1.842,6,14,ROCK TOP,
2444,1789825.107,304439.123,-1.765,6,14,ROCK TOP,
2445,1789825.752,304440.348,-1.455,6,14,ROCK TOP,
2446,1789827.959,304441.978,-1.612,6,14,ROCK TOP,
2447,1789828.751,304443.419,-1.651,6,14,ROCK TOP,
2448,1789830.428,304444.133,-1.555,6,14,ROCK TOP,
2449,1789831.827,304445.66,-1.568,6,14,ROCK TOP,
2450,1789832.335,304446.7,-1.806,6,14,ROCK TOP,
2451,1789833.332,304447.979,-3.029,6,14,GS,
2300,1789784.658,304456.453,-3.277,7,14,GS,
2301,1789786.276,304457.767,-1.75,7,14,ROCK TOP,
2302,1789786.967,304459.267,-1.821,7,14,ROCK TOP,
2303,1789788.769,304460.349,-1.559,7,14,ROCK TOP,
2304,1789790.242,304462.081,-1.616,7,14,ROCK TOP,
2305,1789791.393,304463.653,-1.555,7,14,ROCK TOP,
2306,1789793.689,304464.972,-1.451,7,14,ROCK TOP,
2307,1789794.821,304466.549,-1.599,7,14,ROCK TOP,
2308,1789796.305,304467.762,-1.569,7,14,ROCK TOP,
2309,1789798.159,304469.513,-1.687,7,14,ROCK TOP,
2310,1789799.449,304471.157,-1.627,7,14,ROCK TOP,
2311,1789801.152,304472.626,-1.776,7,14,ROCK TOP,
2312,1789802.691,304474.812,-1.638,7,14,ROCK TOP,
2313,1789804.991,304476.16,-1.623,7,14,ROCK TOP,
2314,1789804.936,304476.577,-1.53,7,14,ROCK TOP,
2315,1789806.171,304478.278,-3.1,7,14,GS,
2452,1789781.945,304502.168,-3.105,8,14,GS,
2453,1789781.527,304501.663,-1.788,8,14,ROCK TOP,
2454,1789779.754,304500.455,-1.856,8,14,ROCK TOP,
2455,1789779.012,304498.138,-1.615,8,14,ROCK TOP,
2456,1789777.887,304497.03,-1.421,8,14,ROCK TOP,
2457,1789775.313,304496.934,-1.416,8,14,ROCK TOP,
2458,1789773.133,304495.713,-1.608,8,14,ROCK TOP,
2459,1789772.057,304495.446,-1.676,8,14,ROCK TOP,
2460,1789769.882,304494.182,-1.608,8,14,ROCK TOP,
2461,1789768.632,304492.196,-1.591,8,14,ROCK TOP,
2462,1789767.009,304490.446,-1.637,8,14,ROCK TOP,
2463,1789765.698,304488.848,-1.644,8,14,ROCK TOP,
2464,1789764.102,304486.932,-1.725,8,14,ROCK TOP,
2465,1789762.309,304485.425,-1.673,8,14,ROCK TOP,
2466,1789760.691,304482.942,-1.491,8,14,ROCK TOP,
2467,1789759.421,304482.221,-1.841,8,14,ROCK TOP,
2468,1789759.055,304480.542,-3.013,8,14,GS,
2316,1789758.855,304522.109,-2.878,9,14,GS,
2317,1789758.087,304521.349,-1.759,9,14,ROCK TOP,
2318,1789756.616,304520.427,-1.502,9,14,ROCK TOP,
2319,1789755.565,304518.461,-1.642,9,14,ROCK TOP,
2320,1789754.422,304517.16,-1.613,9,14,ROCK TOP,
2321,1789752.283,304514.59,-1.695,9,14,ROCK TOP,
2322,1789750.812,304512.017,-1.739,9,14,ROCK TOP,
2323,1789748.616,304510.854,-1.697,9,14,ROCK TOP,
2324,1789747.16,304509.226,-1.633,9,14,ROCK TOP,
2325,1789746.564,304506.703,-1.632,9,14,ROCK TOP,
2326,1789745.148,304505.423,-1.629,9,14,ROCK TOP,
2327,1789743.09,304504.396,-1.578,9,14,ROCK TOP,
2328,1789742.498,304502.656,-1.539,9,14,ROCK TOP,
2329,1789740.997,304500.718,-1.7,9,14,ROCK TOP,
2330,1789739.95,304500.123,-3.173,9,14,GS,
2331,1789697.038,304539.427,-3.442,10,14,GS,
2332,1789698.004,304541.325,-1.849,10,14,ROCK TOP,
2333,1789699.937,304543.132,-1.745,10,14,ROCK TOP,
2334,1789699.881,304546.204,-1.781,10,14,ROCK TOP,
2335,1789702.127,304547.713,-1.816,10,14,ROCK TOP,
2336,1789704.266,304548.823,-1.475,10,14,ROCK TOP,
2337,1789707.163,304551.226,-1.76,10,14,ROCK TOP,
2338,1789708.919,304554.212,-1.591,10,14,ROCK TOP,
2339,1789709.926,304557.237,-1.626,10,14,ROCK TOP,
2340,1789712.827,304557.16,-1.687,10,14,ROCK TOP,
2341,1789713.462,304558.757,-1.732,10,14,ROCK TOP,
2342,1789715.423,304560.978,-1.739,10,14,ROCK TOP,
2343,1789716.116,304562.874,-1.616,10,14,ROCK TOP,
2344,1789717.557,304564.802,-1.796,10,14,ROCK TOP,
2345,1789718.848,304565.205,-3.696,10,14,GS,
2902,1787305.278,305418.506,-3.259,1,17,GS,
2903,1787304.805,305421.839,-1.783,1,17,ROCK TOP,
2904,1787305.416,305423.814,-1.697,1,17,ROCK TOP,
2905,1787307.305,305426.285,-1.715,1,17,ROCK TOP,
2906,1787307.326,305429.542,-1.724,1,17,ROCK TOP,
2907,1787308.376,305430.635,-1.737,1,17,ROCK TOP,
2908,1787308.852,305433.313,-1.589,1,17,ROCK TOP,
2909,1787309.6,305436.274,-1.423,1,17,ROCK TOP,
2910,1787309.91,305438.385,-1.627,1,17,ROCK TOP,
2911,1787310.807,305440.805,-1.833,1,17,ROCK TOP,
2912,1787311.687,305442.976,-1.673,1,17,ROCK TOP,
2913,1787313.062,305444.428,-1.649,1,17,ROCK TOP,
2914,1787312.193,305447.341,-1.759,1,17,ROCK TOP,
2915,1787312.713,305448.683,-3.809,1,17,GS,
2916,1787285.913,305456.473,-3.115,2,17,GS,
2917,1787284.502,305453.549,-1.697,2,17,ROCK TOP,
2918,1787284.057,305450.33,-1.88,2,17,ROCK TOP,
2919,1787283.034,305449.247,-1.698,2,17,ROCK TOP,
2920,1787282.508,305447.487,-1.577,2,17,ROCK TOP,
2921,1787281.384,305446.365,-1.724,2,17,ROCK TOP,
2922,1787281.124,305443.845,-1.693,2,17,ROCK TOP,
2923,1787280.878,305441.031,-1.68,2,17,ROCK TOP,
2924,1787279.946,305439.377,-1.647,2,17,ROCK TOP,
2925,1787278.317,305437.555,-1.659,2,17,ROCK TOP,
2926,1787276.126,305435.026,-1.661,2,17,ROCK TOP,
2927,1787277.077,305432.583,-1.653,2,17,ROCK TOP,
2928,1787275.26,305430.62,-1.789,2,17,ROCK TOP,
2929,1787273.772,305426.686,-1.695,2,17,ROCK TOP,
2930,1787273.518,305425.385,-3.227,2,17,GS,
2931,1787238.389,305434.238,-3.091,3,17,GS,
2932,1787239.235,305435.675,-1.939,3,17,ROCK TOP,
2933,1787238.876,305437.308,-1.617,3,17,ROCK TOP,
2934,1787239.561,305439.678,-1.531,3,17,ROCK TOP,
2935,1787239.708,305441.159,-1.484,3,17,ROCK TOP,
2936,1787239.411,305443.419,-1.425,3,17,ROCK TOP,
2937,1787239.604,305444.96,-1.687,3,17,ROCK TOP,
2938,1787240.625,305446.3,-1.46,3,17,ROCK TOP,
2939,1787240.888,305447.951,-1.479,3,17,ROCK TOP,
2940,1787241.088,305449.475,-1.504,3,17,ROCK TOP,
2941,1787239.979,305451.371,-1.551,3,17,ROCK TOP,
2942,1787240.678,305452.77,-1.535,3,17,ROCK TOP,
2943,1787240.582,305454.231,-1.668,3,17,ROCK TOP,
2944,1787241.217,305456.075,-1.556,3,17,ROCK TOP,
2945,1787241.122,305457.149,-1.56,3,17,ROCK TOP,
2946,1787241.394,305458.425,-1.612,3,17,ROCK TOP,
2947,1787242.655,305460.734,-1.793,3,17,ROCK TOP,
2948,1787243.896,305463.562,-3.001,3,17,GS,
2949,1787214.39,305471.665,-2.876,4,17,GS,
2950,1787213.256,305469.98,-1.692,4,17,ROCK TOP,
2951,1787212.377,305467.838,-1.661,4,17,ROCK TOP,
2952,1787212.747,305466.047,-1.759,4,17,ROCK TOP,
2953,1787212.079,305464.682,-1.636,4,17,ROCK TOP,
2954,1787212.342,305462.975,-1.68,4,17,ROCK TOP,
2955,1787211.195,305461.646,-1.673,4,17,ROCK TOP,
2956,1787211.65,305460.445,-1.502,4,17,ROCK TOP,
2957,1787210.568,305458.03,-1.635,4,17,ROCK TOP,
2958,1787210.912,305455.529,-1.54,4,17,ROCK TOP,
2959,1787209.951,305454.099,-1.721,4,17,ROCK TOP,
2960,1787209.845,305451.909,-1.692,4,17,ROCK TOP,
2961,1787210.296,305449.489,-1.721,4,17,ROCK TOP,
2962,1787210.219,305448.209,-1.794,4,17,ROCK TOP,
2963,1787209.708,305446.469,-1.743,4,17,ROCK TOP,
2964,1787208.516,305445.518,-1.696,4,17,ROCK TOP,
2965,1787208.65,305443.29,-1.677,4,17,ROCK TOP,
2966,1787208.421,305441.691,-2.891,4,17,GS,
2967,1787171.858,305450.315,-2.787,5,17,GS,
2968,1787172.319,305450.9,-1.616,5,17,ROCK TOP,
2969,1787173.278,305453.881,-1.596,5,17,ROCK TOP,
2970,1787173.593,305455.68,-1.518,5,17,ROCK TOP,
2971,1787172.96,305457.366,-1.44,5,17,ROCK TOP,
2972,1787172.642,305458.34,-1.649,5,17,ROCK TOP,
2973,1787173.818,305462.291,-1.71,5,17,ROCK TOP,
2974,1787174.355,305463.48,-1.466,5,17,ROCK TOP,
2975,1787174.914,305465.348,-1.539,5,17,ROCK TOP,
2976,1787175.078,305466.981,-1.462,5,17,ROCK TOP,
2977,1787176.499,305468.862,-1.57,5,17,ROCK TOP,
2978,1787174.827,305470.217,-1.459,5,17,ROCK TOP,
2979,1787174.479,305471.835,-1.585,5,17,ROCK TOP,
2980,1787174,305473.033,-1.51,5,17,ROCK TOP,
2981,1787175.942,305475.616,-1.523,5,17,ROCK TOP,
2982,1787176.5,305478.452,-2.796,5,17,GS,
2983,1787148.134,305486.842,-2.655,6,17,GS,
2984,1787148.148,305484.614,-1.562,6,17,ROCK TOP,
2985,1787148.06,305482.457,-1.621,6,17,ROCK TOP,
2986,1787148.844,305480.416,-1.578,6,17,ROCK TOP,
2987,1787147.297,305479.121,-1.428,6,17,ROCK TOP,
2988,1787147.286,305477.206,-1.621,6,17,ROCK TOP,
2989,1787147.668,305475.241,-1.564,6,17,ROCK TOP,
2990,1787146.563,305473.67,-1.495,6,17,ROCK TOP,
2991,1787145.303,305472.379,-1.613,6,17,ROCK TOP,
2992,1787145.406,305470.958,-1.648,6,17,ROCK TOP,
2993,1787145.407,305469.584,-1.509,6,17,ROCK TOP,
2994,1787144.615,305467.567,-1.561,6,17,ROCK TOP,
2995,1787144.277,305465.768,-1.634,6,17,ROCK TOP,
2996,1787143.963,305463.371,-1.528,6,17,ROCK TOP,
2997,1787143.975,305461.295,-1.565,6,17,ROCK TOP,
2998,1787143.67,305459.057,-1.499,6,17,ROCK TOP,
2999,1787142.497,305457.211,-2.644,6,17,GS,
3000,1787109.766,305465.069,-2.656,7,17,GS,
3001,1787109.014,305466.442,-1.574,7,17,ROCK TOP,
3002,1787108.636,305468.615,-1.449,7,17,ROCK TOP,
3003,1787109.333,305470.481,-1.643,7,17,ROCK TOP,
3004,1787110.008,305472.326,-1.673,7,17,ROCK TOP,
3005,1787109.738,305474.473,-1.695,7,17,ROCK TOP,
3006,1787112.781,305476.267,-1.531,7,17,ROCK TOP,
3007,1787112.372,305477.773,-1.496,7,17,ROCK TOP,
3008,1787113.613,305479.499,-1.629,7,17,ROCK TOP,
3009,1787113.466,305481.583,-1.599,7,17,ROCK TOP,
3010,1787113.812,305484.541,-1.565,7,17,ROCK TOP,
3011,1787114.86,305486.642,-1.606,7,17,ROCK TOP,
3012,1787115.573,305488.01,-1.592,7,17,ROCK TOP,
3013,1787116.385,305489.498,-1.627,7,17,ROCK TOP,
3014,1787116.024,305491.708,-1.541,7,17,ROCK TOP,
3015,1787116.689,305492.391,-1.624,7,17,ROCK TOP,
3016,1787117.558,305494.308,-2.644,7,17,GS,
3017,1787094.074,305497.569,-1.516,8,17,ROCK TOP,
3018,1787093.294,305494.543,-1.562,8,17,ROCK TOP,
3019,1787093.896,305493.023,-1.616,8,17,ROCK TOP,
3020,1787094.41,305490.869,-1.463,8,17,ROCK TOP,
3021,1787093.319,305488.984,-1.45,8,17,ROCK TOP,
3022,1787094.139,305487.136,-1.406,8,17,ROCK TOP,
3023,1787094.136,305485.568,-1.583,8,17,ROCK TOP,
3024,1787094.106,305483.491,-1.684,8,17,ROCK TOP,
3025,1787094.77,305481.614,-1.511,8,17,ROCK TOP,
3026,1787093.882,305479.501,-1.554,8,17,ROCK TOP,
3027,1787093.13,305477.118,-1.496,8,17,ROCK TOP,
3028,1787092.338,305473.853,-1.591,8,17,ROCK TOP,
3029,1787091.889,305472.321,-1.463,8,17,ROCK TOP,
3030,1787091.134,305470.647,-1.514,8,17,ROCK TOP,
3031,1787091.314,305469.201,-1.512,8,17,ROCK TOP,
3032,1787090.551,305467.256,-2.565,8,17,GS,
3033,1787046.479,305478.662,-2.808,9,17,GS,
3034,1787045.38,305479.839,-1.591,9,17,ROCK TOP,
3035,1787045.437,305481.85,-1.54,9,17,ROCK TOP,
3036,1787046.347,305483.718,-1.624,9,17,ROCK TOP,
3037,1787047.171,305486.071,-1.407,9,17,ROCK TOP,
3038,1787047.357,305487.743,-1.577,9,17,ROCK TOP,
3039,1787047.599,305488.844,-1.622,9,17,ROCK TOP,
3040,1787047.86,305491.392,-1.542,9,17,ROCK TOP,
3041,1787048.76,305493.788,-1.639,9,17,ROCK TOP,
3042,1787049.333,305495.91,-1.623,9,17,ROCK TOP,
3043,1787049.632,305497.627,-1.677,9,17,ROCK TOP,
3044,1787049.107,305498.565,-1.556,9,17,ROCK TOP,
3045,1787048.993,305500.216,-1.455,9,17,ROCK TOP,
3046,1787049.813,305501.845,-1.539,9,17,ROCK TOP,
3047,1787050.367,305503.46,-1.463,9,17,ROCK TOP,
3048,1787051.601,305504.898,-1.471,9,17,ROCK TOP,
3049,1787051.251,305506.294,-1.579,9,17,ROCK TOP,
3050,1787052.393,305509.185,-1.544,9,17,ROCK TOP,
3051,1787052.407,305511.353,-2.751,9,17,GS,
3052,1787020.973,305517.551,-2.875,10,17,GS,
3053,1787020.367,305516.124,-1.538,10,17,ROCK TOP,
3054,1787020.358,305515.117,-1.652,10,17,ROCK TOP,
3055,1787019.677,305513.157,-1.48,10,17,ROCK TOP,
3056,1787019.33,305512.011,-1.677,10,17,ROCK TOP,
3057,1787018.85,305509.458,-1.575,10,17,ROCK TOP,
3058,1787017.457,305508.025,-1.641,10,17,ROCK TOP,
3059,1787016.585,305506.339,-1.484,10,17,ROCK TOP,
3060,1787015.196,305504.239,-1.616,10,17,ROCK TOP,
3061,1787014.917,305503.133,-1.565,10,17,ROCK TOP,
3062,1787015.197,305500.363,-1.641,10,17,ROCK TOP,
3063,1787014.827,305497.282,-1.661,10,17,ROCK TOP,
3064,1787013.978,305495.615,-1.518,10,17,ROCK TOP,
3065,1787013.575,305493.571,-1.757,10,17,ROCK TOP,
3066,1787013.832,305491.705,-1.635,10,17,ROCK TOP,
3067,1787012.436,305490.538,-1.548,10,17,ROCK TOP,
3068,1787012.468,305487.968,-2.956,10,17,GS,
3069,1786998.105,305490.238,-3.057,11,17,GS,
3070,1786999.553,305491.809,-1.926,11,17,ROCK TOP,
3071,1787000.32,305494.19,-1.688,11,17,ROCK TOP,
3072,1787000.376,305495.659,-1.561,11,17,ROCK TOP,
3073,1787000.851,305497.758,-1.438,11,17,ROCK TOP,
3074,1787001.269,305499.674,-1.688,11,17,ROCK TOP,
3075,1787001.677,305501.233,-1.578,11,17,ROCK TOP,
3076,1787002.937,305503.274,-1.683,11,17,ROCK TOP,
3077,1787002.963,305505.635,-1.631,11,17,ROCK TOP,
3078,1787002.165,305508.514,-1.689,11,17,ROCK TOP,
3079,1787002.725,305509.858,-1.619,11,17,ROCK TOP,
3080,1787003.08,305511.848,-1.581,11,17,ROCK TOP,
3081,1787003.113,305513.684,-1.662,11,17,ROCK TOP,
3082,1787003.076,305515.485,-1.667,11,17,ROCK TOP,
3083,1787004.363,305517.561,-1.669,11,17,ROCK TOP,
3084,1787004.342,305519.281,-2.967,11,17,GS,
3085,1786993.675,305523.554,-2.966,12,17,GS,
3086,1786993.939,305522.097,-1.728,12,17,ROCK TOP,
3087,1786993.732,305520.753,-1.537,12,17,ROCK TOP,
3088,1786994.015,305518.308,-1.504,12,17,ROCK TOP,
3089,1786993.907,305516.62,-1.663,12,17,ROCK TOP,
3090,1786992.806,305515.681,-1.587,12,17,ROCK TOP,
3091,1786992.422,305513.905,-1.556,12,17,ROCK TOP,
3092,1786992.348,305512.075,-1.478,12,17,ROCK TOP,
3093,1786991.322,305509.438,-1.61,12,17,ROCK TOP,
3094,1786991.668,305507.163,-1.535,12,17,ROCK TOP,
3095,1786990.093,305504.55,-1.658,12,17,ROCK TOP,
3096,1786988.76,305503.037,-1.704,12,17,ROCK TOP,
3097,1786986.949,305501.191,-1.607,12,17,ROCK TOP,
3098,1786986.29,305499.147,-1.672,12,17,ROCK TOP,
3099,1786985.566,305496.19,-1.754,12,17,ROCK TOP,
3100,1786984.809,305493.657,-2.892,12,17,GS,
3101,1786952.911,305503.564,-3.118,13,17,GS,
3102,1786953.741,305504.879,-2.146,13,17,ROCK TOP,
3103,1786954.218,305507.02,-1.462,13,17,ROCK TOP,
3104,1786956.07,305508.556,-1.668,13,17,ROCK TOP,
3105,1786956.22,305510.696,-1.697,13,17,ROCK TOP,
3106,1786957.864,305511.926,-1.703,13,17,ROCK TOP,
3107,1786958.49,305515.014,-1.63,13,17,ROCK TOP,
3108,1786959.59,305516.979,-1.644,13,17,ROCK TOP,
3109,1786959.693,305518.663,-1.648,13,17,ROCK TOP,
3110,1786960.674,305520.848,-1.6,13,17,ROCK TOP,
3111,1786961.307,305523.493,-1.654,13,17,ROCK TOP,
3112,1786961.18,305526.882,-1.402,13,17,ROCK TOP,
3113,1786961.99,305530.523,-2.872,13,17,GS,
3114,1786924.055,305540.969,-3.158,14,17,GS,
3115,1786923.586,305540.278,-3.144,14,17,ROCK TOP,
3116,1786922.254,305537.097,-1.586,14,17,ROCK TOP,
3117,1786921.723,305535.244,-1.498,14,17,ROCK TOP,
3118,1786920.8,305533.552,-1.645,14,17,ROCK TOP,
3119,1786919.968,305531.083,-1.584,14,17,ROCK TOP,
3120,1786918.281,305530.067,-1.626,14,17,ROCK TOP,
3121,1786918.25,305526.572,-1.712,14,17,ROCK TOP,
3122,1786918.551,305524.434,-1.562,14,17,ROCK TOP,
3123,1786918.211,305521.594,-1.632,14,17,ROCK TOP,
3124,1786917.567,305518.81,-1.496,14,17,ROCK TOP,
3125,1786917.708,305516.533,-1.629,14,17,ROCK TOP,
3126,1786916.653,305514.894,-1.634,14,17,ROCK TOP,
3127,1786915.789,305512.326,-3.208,14,17,GS,
3128,1786901.847,305515.148,-3.104,15,17,GS,
3129,1786901.66,305516.487,-1.582,15,17,ROCK TOP,
3130,1786902.442,305518.224,-1.516,15,17,ROCK TOP,
3131,1786903.295,305519.909,-1.598,15,17,ROCK TOP,
3132,1786903.873,305522.47,-1.686,15,17,ROCK TOP,
3133,1786904.015,305525.025,-1.629,15,17,ROCK TOP,
3134,1786905.355,305527.56,-1.442,15,17,ROCK TOP,
3135,1786906.453,305530.44,-1.612,15,17,ROCK TOP,
3136,1786906.161,305532.534,-1.666,15,17,ROCK TOP,
3137,1786907.227,305535.584,-1.699,15,17,ROCK TOP,
3138,1786906.293,305537.313,-1.688,15,17,ROCK TOP,
3139,1786906.467,305541.182,-1.678,15,17,ROCK TOP,
3140,1786906.066,305543.569,-3.131,15,17,GS,
3141,1786896.392,305547.537,-3.157,16,17,GS,
3142,1786896.018,305545.19,-1.677,16,17,ROCK TOP,
3143,1786895.702,305543.972,-1.661,16,17,ROCK TOP,
3144,1786895.402,305541.325,-1.857,16,17,ROCK TOP,
3145,1786894.658,305538.925,-1.744,16,17,ROCK TOP,
3146,1786893.081,305536.439,-1.458,16,17,ROCK TOP,
3147,1786892.299,305534.183,-1.481,16,17,ROCK TOP,
3148,1786892.836,305531.847,-1.411,16,17,ROCK TOP,
3149,1786890.675,305529.991,-1.549,16,17,ROCK TOP,
3150,1786890.595,305527.529,-1.58,16,17,ROCK TOP,
3151,1786889.106,305525.444,-1.335,16,17,ROCK TOP,
3152,1786888.091,305523.407,-1.63,16,17,ROCK TOP,
3153,1786886.169,305520.588,-1.63,16,17,ROCK TOP,
3154,1786886.289,305519.129,-3.15,16,17,GS,
3155,1786855.282,305525.566,-3.199,17,17,GS,
3156,1786854.792,305527.679,-1.616,17,17,ROCK TOP,
3157,1786856.436,305529.566,-1.679,17,17,ROCK TOP,
3158,1786857.299,305530.802,-1.5,17,17,ROCK TOP,
3159,1786856.642,305532.342,-1.471,17,17,ROCK TOP,
3160,1786857.857,305534.453,-1.455,17,17,ROCK TOP,
3161,1786858.222,305536.915,-1.544,17,17,ROCK TOP,
3162,1786857.835,305539.623,-1.565,17,17,ROCK TOP,
3163,1786859.625,305541.178,-1.506,17,17,ROCK TOP,
3164,1786861.19,305543.327,-1.612,17,17,ROCK TOP,
3165,1786861.13,305544.813,-1.347,17,17,ROCK TOP,
3166,1786862.682,305546.72,-1.439,17,17,ROCK TOP,
3167,1786863.619,305548.449,-1.481,17,17,ROCK TOP,
3168,1786863.789,305550.302,-1.415,17,17,ROCK TOP,
3169,1786864.148,305552.288,-3.11,17,17,GS,
3170,1786793.587,305570.996,-3.287,18,17,GS,
3171,1786792.587,305570.554,-1.801,18,17,ROCK TOP,
3172,1786792.107,305568.913,-1.638,18,17,ROCK TOP,
3173,1786791.129,305566.749,-1.771,18,17,ROCK TOP,
3174,1786789.571,305563.29,-1.636,18,17,ROCK TOP,
3175,1786789.48,305561.218,-1.684,18,17,ROCK TOP,
